XSBH(学生编号),JXJMC(奖学金名称),PDXN(评定学年),PDDJ(评定等级),JXJJZDW(奖学金捐赠单位),JLJB(奖励级别),FFJE(发放金额)
pjxuqwbj562,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj660,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbj352,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbj088,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbl797,国家励志奖学金,2020,不分等级,,国家级,5000
pjxyqxbl780,国家励志奖学金,2020,不分等级,,国家级,5000
pjxyqxbl743,国家励志奖学金,2020,不分等级,,国家级,5000
pjxwzxbj990,国家励志奖学金,2020,不分等级,,国家级,5000
pjxpqxbj945,国家励志奖学金,2020,不分等级,,国家级,5000
pjwrqxbj993,国家励志奖学金,2020,不分等级,,国家级,5000
pjwrqxbj965,国家励志奖学金,2020,不分等级,,国家级,5000
pjxyqxbj333,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqxbl934,国家励志奖学金,2021,不分等级,,国家级,5000
pjxwzxkj992,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqxbk402,国家励志奖学金,2021,不分等级,,国家级,5000
pjxuqwbj650,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbj760,单项奖学金,2020,不分等级,单位,校级,600
pjxxxxbj997,单项奖学金,2020,不分等级,单位,校级,600
pjxuqwbj735,单项奖学金,2020,不分等级,单位,校级,600
pjxuqwbj733,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxwxxbj951,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxxxxbj958,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj307,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbj252,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj853,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxuqwbj474,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxsqxbj826,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk342,单项奖学金,2020,不分等级,单位,校级,600
pjxuqwbj956,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbl919,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj932,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbj930,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj035,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbk956,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbk729,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbj468,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj236,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqwbj225,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqwbj171,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbk721,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbk710,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbk665,单项奖学金,2020,不分等级,单位,校级,600
pjxwxxbj916,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjwtqxbj987,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbj853,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj126,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqxbk625,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk479,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbk528,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj859,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk115,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk601,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxwxxbj928,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbk841,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj040,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj242,综合发展奖学金,2021,三等奖学金,,校级,600
pjxsqxbj873,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj734,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj232,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj977,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqxbj867,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj124,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxwxxbj928,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxuqwbj950,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbk426,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbk527,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj946,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbk794,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj100,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj870,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj867,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj353,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqwbj646,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxuqwbj785,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbj151,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxxztfj972,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxwxxbj946,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqwbj082,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbk097,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxpqxbj926,单项奖学金,2020,不分等级,单位,校级,600
pjxsqxbj994,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbk525,单项奖学金,2020,不分等级,单位,校级,600
pjxuqwbj928,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbk816,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxpqxbj981,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbj139,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbj023,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbl821,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbl793,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbl758,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqxbk302,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbk239,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxuqwbj654,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbk470,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj332,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbk391,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbl925,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbl929,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbk810,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqwbj375,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqwbk791,国家励志奖学金,2021,不分等级,,国家级,5000
pjwtqxbj979,国家励志奖学金,2021,不分等级,,国家级,5000
pjwtqxbj974,国家励志奖学金,2021,不分等级,,国家级,5000
pjwtqxbj922,国家励志奖学金,2021,不分等级,,国家级,5000
pjxyqxbl867,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxsqxbj912,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbj776,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbk808,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqwbk577,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbk617,单项奖学金,2020,不分等级,单位,校级,600
pjwtqxbj983,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxsqxbj916,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj038,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxqqxbj988,单项奖学金,2020,不分等级,单位,校级,600
pjxqqxbj975,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxqzxbj975,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj834,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj617,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj205,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj223,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbj788,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj095,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj036,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbj023,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxsqxbj808,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbl954,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj366,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxuqwbj797,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxuqwbj783,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbj664,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj216,国家奖学金,2021,不分等级,,国家级,8000
pjxrqxbj943,国家奖学金,2021,不分等级,,国家级,8000
pjxyqwbk749,国家奖学金,2021,不分等级,,国家级,8000
pjxyqwbk729,国家奖学金,2021,不分等级,,国家级,8000
pjxyqwbj036,国家奖学金,2021,不分等级,,国家级,8000
pjxuqwbj568,国家奖学金,2021,不分等级,,国家级,8000
pjwrqxbj916,国家励志奖学金,2020,不分等级,,国家级,5000
pjxyqxbk865,国家奖学金,2020,不分等级,,国家级,8000
pjxyqxbk581,国家奖学金,2020,不分等级,,国家级,8000
pjxyqxbk415,国家奖学金,2020,不分等级,,国家级,8000
pjxpqxbj941,国家奖学金,2020,不分等级,,国家级,8000
pjwrqxbj988,国家奖学金,2020,不分等级,,国家级,8000
pjxpqxbj967,单项奖学金,2020,不分等级,单位,校级,600
pjxpqxbj962,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbj535,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqwbj534,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqxbj173,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbk520,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbk519,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbk527,单项奖学金,2020,不分等级,单位,校级,600
pjxrqxbj901,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj762,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqwbj417,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxpqxbj944,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbj039,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbj038,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqwbj441,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbj757,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj609,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxpqxbj979,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxpqxbj977,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj605,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk728,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxuqwbj830,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxuqwbj829,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbj528,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbj527,单项奖学金,2020,不分等级,单位,校级,600
pjxrqxbj954,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbj557,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbj243,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbj241,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxrqxbj952,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbk871,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk125,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbk572,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbl766,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqwbk548,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj396,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk962,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxqqxbj969,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj461,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbl794,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbk544,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbk543,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj020,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbk603,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbk943,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbk595,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxwxxbj918,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxxxxbj915,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxxxxbj914,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxsqxbj904,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqwbj236,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj628,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbk698,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj660,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxpqxbj954,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj713,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj646,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqwbj630,综合发展奖学金,2022,三等奖学金,,校级,600
pjxyqxbj638,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbj537,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbj293,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbk795,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbj533,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbj353,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbj927,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxyqxbj521,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxyqxbj279,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxyqxbj198,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxyqxbk629,毕业生奖学金,2023,一等奖学金,,校级,1500
pjwrqxbj980,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj837,单项奖学金,2021,不分等级,,校级,600
pjxuqwbj519,单项奖学金,2021,不分等级,,校级,600
pjxuqwbj719,单项奖学金,2021,不分等级,,校级,600
pjxuqwbj713,单项奖学金,2021,不分等级,,校级,600
pjxuqwbj914,单项奖学金,2021,不分等级,,校级,600
pjxuqwbj505,单项奖学金,2021,不分等级,,校级,600
pjxsqxbj982,单项奖学金,2021,不分等级,,校级,600
pjxsqxbj906,单项奖学金,2021,不分等级,,校级,600
pjxsqxbj922,单项奖学金,2021,不分等级,,校级,600
pjxsqxbj880,单项奖学金,2021,不分等级,,校级,600
pjxsqxbj849,单项奖学金,2021,不分等级,,校级,600
pjxsqxbj789,单项奖学金,2021,不分等级,,校级,600
pjxsqxbj989,单项奖学金,2021,不分等级,,校级,600
pjxyqxbj483,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj125,综合发展奖学金,2021,三等奖学金,,校级,600
pjxuqwbj573,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk307,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbl717,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbk710,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxwzxbj985,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqxbj577,综合发展奖学金,2021,一等奖学金,,校级,1500
pjxyqwbj930,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqwbj602,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqwbj560,综合发展奖学金,2021,三等奖学金,,校级,600
pjxqqxbj969,综合发展奖学金,2021,二等奖学金,,校级,1000
pjxyqxbj577,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbj968,毕业生奖学金,2023,三等奖学金,,校级,600
pjxyqxbj813,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxyqxbk506,毕业生奖学金,2023,一等奖学金,,校级,1500
pjxyqxbj921,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbj478,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbj167,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxyqxbk995,毕业生奖学金,2023,二等奖学金,,校级,1000
pjxrqxbj988,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqwbj926,综合发展奖学金,2020,一等奖学金,单位,校级,1500
pjxyqxbj657,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxuqwbj624,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqwbj844,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj849,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk662,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj897,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbj812,单项奖学金,2020,不分等级,单位,校级,600
pjxyqxbj807,单项奖学金,2020,不分等级,单位,校级,600
pjxyqwbj061,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk657,综合发展奖学金,2020,三等奖学金,单位,校级,600
pjxyqxbk649,综合发展奖学金,2020,二等奖学金,单位,校级,1000
pjxyqxbk980,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk676,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbk961,综合发展奖学金,2021,三等奖学金,,校级,600
pjxwzxbj997,综合发展奖学金,2021,三等奖学金,,校级,600
pjxyqxbj512,综合发展奖学金,2021,三等奖学金,,校级,600
