JSMC(竞赛名称),HJJB(获奖级别),HJDJ(获奖等级),HJSJ(获奖时间),XHHGH(学号或工号),NJ(年级),XY(学院),ZY(专业),DNPX(队内排序),ZZ(职责)
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,三等奖,2022-08-01 00:00:00,pjxsqxbj894,2020,经济与管理学院,信息管理与信息系统,7,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,三等奖,2022-08-01 00:00:00,pjxxxxbj914,2020,通信工程学院,通信工程专业,9,学生
第十届大学生机械创新设计大赛西部某省赛区,省级,一等奖,2022-06-01 00:00:00,pjxuqwbj674,2020级,机电工程学院,机器人工程,3,学生
第十届大学生机械创新设计大赛西部某省赛区,省级,一等奖,2022-06-01 00:00:00,pjxuqwbj755,2020级,机电工程学院,机器人工程,,学生
第十届大学生机械创新设计大赛西部某省赛区,省级,一等奖,2022-06-01 00:00:00,pjxyqxbk474,2020级,通信工程学院,通信工程,5,学生
第十届大学生机械创新设计大赛西部某省赛区,省级,三等奖,2022-06-01 00:00:00,pjxuqwbj903,2020级,机电工程学院,机器人工程,3,学生
第十届大学生机械创新设计大赛西部某省赛区,省级,三等奖,2022-06-01 00:00:00,pjxuqwbj647,2020级,空间科学与技术学院,&ldquo;钱&rdquo;班,5,学生
第十届大学生机械创新设计大赛西部某省赛区,省级,一等奖,2022-06-01 00:00:00,pjxuqwbj731,2020级,机电工程学院,机器人工程,1,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,三等奖,2022-08-01 00:00:00,pjxsqxbj808,2020,经济与管理学院,管理科学与工程类,3,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,三等奖,2022-08-01 00:00:00,pjxsqxbj893,2020,经济与管理学院,管理科学与工程类,4,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,三等奖,2022-08-01 00:00:00,pjwrqxbj979,2020,机电工程学院,机器人工程,1,学生
"腾讯信息安全争霸赛
新星邀请赛TCTF新星赛",国家级,第三名,2021-09-01 00:00:00,pjxyqwbj253,2020,网络与信息安全学院,网络空间安全,1,学生
"腾讯信息安全争霸赛
新星邀请赛TCTF新星赛",国家级,第三名,2021-09-01 00:00:00,pjxyqwbj540,2020,网络与信息安全学院,网络空间安全,1,学生
某某大学杭州研究院第一届网络安全大赛,国家级,第一名,2021-10-01 00:00:00,pjxyqwbj540,2020,网络与信息安全学院,网络空间安全,1,学生
某某大学杭州研究院第一届网络安全大赛,国家级,第一名,2021-10-01 00:00:00,pjxyqwbj253,2020,网络与信息安全学院,网络空间安全,1,学生
某某大学杭州研究院第一届网络安全大赛,国家级,第一名,2021-10-01 00:00:00,pjxyqwbj205,2020,网络与信息安全学院,网络空间安全,1,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjxsqxbj887,2020,经济与管理学院,管理科学与工程,9,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjxyqwbj086,2020,计算机科学与技术学院,计算机科学与技术,14,学生
第二届全国分布式靶场安全技能大赛,国家级,三等奖,2021-09-01 00:00:00,pjxyqwbj253,2020,网络与信息安全学院,网络空间安全,1,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjxsqxbj887,2020,经济与管理学院,管理科学与工程,11,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,一等奖,2022-08-01 00:00:00,pjxyqxbk474,2020,通信工程学院,通信工程,2,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,一等奖,2022-08-01 00:00:00,pjxyqxbk052,2020,通信工程学院,通信工程,7,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjxyqwbj086,2020,计算机科学与技术学院,计算机科学与技术,9,学生
第六届全国密码技术竞赛,国家级,三等奖,2021-11-01 00:00:00,pjxyqwbj253,2020,网络与信息安全学院,网络空间安全,1,学生
第六届全国密码技术竞赛,国家级,三等奖,2021-11-01 00:00:00,pjxyqwbj540,2020,网络与信息安全学院,网络空间安全,1,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,三等奖,2022-08-01 00:00:00,pjxyqwbj669,2020,计算机系,计算机大类,6,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjxuqwbj723,2020,机电工程学院,自动化大类,8,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjxyqxbk501,2020,空间科学与技术学院,探测制导与控制技术专业,12,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,三等奖,2022-08-01 00:00:00,pjxsqxbj912,2020,经济与管理学院,管理科学与工程类,3,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjxpqxbj963,2020,外国语学业,外国语言文学类,5,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjxyqxbk553,2020,通信工程学院,通信工程,14,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,三等奖,2022-08-01 00:00:00,pjxyqwbj036,2020,竹园一号书院,计算机类,1,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjxyqwbk808,2020,人工智能学院,人工智能,13,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,三等奖,2022-08-01 00:00:00,pjxyqwbk808,2020,人工智能学院,人工智能,2,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,三等奖,2022-08-01 00:00:00,pjxyqwbj656,2020,网络与信息安全学院,信息安全,12,学生
HITCTF,国际级,第六名,2021-11-01 00:00:00,pjxyqwbj540,2020,网络与信息安全学院,网络空间安全,1,学生
HITCTF,国际级,第六名,2021-11-01 00:00:00,pjxyqwbj888,2020,网络与信息安全学院,网络空间安全,1,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjxsqxbj893,2020,经济与管理学院,管理科学与工程类,5,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjxyqxbk816,2020,通信工程学院,信息工程,9,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjxyqxbk581,2020,竹园3号书院,电子信息类,11,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,三等奖,2022-08-01 00:00:00,pjwrqxbj911,2020,先进材料与纳米科技学院,纳米材料与技术,4,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,三等奖,2022-08-01 00:00:00,pjwrqxbj944,2020,先进材料与纳米科技学院,纳米材料与技术,5,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjxyqxbj279,2020,通信工程学院,通信工程,7,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjxyqwbk839,2020,计算机科学与技术学院,软件工程,8,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjxyqwbj820,2020,计算机大类,计算机大类,10,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,一等奖,2022-08-01 00:00:00,pjxyqwbj890,2020,人工智能学院,人工智能,6,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,一等奖,2022-08-01 00:00:00,pjxsqxbj932,2020,经济与管理学院,管理科学与工程类,7,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,一等奖,2022-08-01 00:00:00,pjxyqxbj544,2020,通信工程学院,通信工程,8,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjxyqwbj727,2020,人工智能,人工智能,1,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjwtqxbj929,2020,竹园一号书院,生物医学工程,3,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjxyqwbj058,2020,人工智能学院,人工智能,4,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjxsqxbj851,2020,经济与管理学院,管理科学与工程类,5,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjxyqxbk484,2020,竹园一号书院,软件工程,6,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjwtqxbj935,2020,光电工程学院,电子科学与技术,4,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjxsqxbj876,2020,经济与管理学院,人力资源管理,5,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,二等奖,2022-08-01 00:00:00,pjxyqxbk243,2020,通信工程,信息工程,6,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,一等奖,2022-08-01 00:00:00,pjwtqxbj933,2020,生命科学技术学院,生物医学工程,7,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,三等奖,2022-08-01 00:00:00,pjxyqwbj660,2020,竹园一号书院,计算机类,1,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,三等奖,2022-08-01 00:00:00,pjxyqwbk529,2020,竹园一号书院,计算机类,2,学生
第八届中国国际“互联网+”大学生创新创业大赛西部某省赛区省级复赛,省级,三等奖,2022-08-01 00:00:00,pjxyqwbj828,2020,网络与信息安全学院,信息安全,3,学生
国际数学建模竞赛,国际级,二等奖,2022-05-01 00:00:00,pjxuqwbj761,2020级,机电工程学院,自动化,1,学生
国际数学建模竞赛,国际级,二等奖,2022-05-01 00:00:00,pjxyqxbj277,2020级,微电子学院,微电子科学与工程,1,学生
RoboMaster 2022机甲大师超级对抗赛（RMUC)全国赛,国家级,国家级二等,2022-08-01 00:00:00,pjxwzxfj992,2020级,电子工程学院,,8,学生
全国大学生数学建模竞赛,省级,二等奖,2022-11-01 00:00:00,pjxyqxbj454,2020,电子工程学院,电子信息工程,1,学生
全国大学生数学建模竞赛,省级,二等奖,2022-11-01 00:00:00,pjxyqwbj917,2020,计算机科学与技术学院,计算机科学与技术,1,学生
全国大学生数学建模竞赛,省级,二等奖,2022-11-01 00:00:00,pjxyqwbj086,2020,计算机科学与技术学院,计算机科学与技术,1,学生
全国大学生数学建模竞赛,省级,二等奖,2022-11-01 00:00:00,pjwrqxbj884,2020,物理学院,应用物理学,1,学生
全国大学生数学建模竞赛,省级,二等奖,2022-11-01 00:00:00,pjxyqxbk429,2020,电子工程学院,电子信息工程,1,学生
全国大学生数学建模竞赛,省级,二等奖,2022-11-01 00:00:00,pjxyqxbk263,2020,电子工程学院,电子信息工程,1,学生
全国大学生数学建模竞赛,省级,二等奖,2022-11-01 00:00:00,pjxyqxbk264,2020,电子工程学院,电子信息工程,1,学生
全国大学生数学建模竞赛,省级,二等奖,2022-11-01 00:00:00,pjxyqxbj052,2020,计算机科学与技术学院,软件工程,1,学生
全国大学生数学建模竞赛,省级,二等奖,2022-11-01 00:00:00,pjxuqwbj474,2020,机电工程学院,测控技术与仪器,1,学生
国际数学建模竞赛,国际级,二等奖,2022-05-01 00:00:00,pjxrqxbj937,2020级,数学与统计学院,数学类,1,学生
国际数学建模竞赛,国际级,二等奖,2022-05-01 00:00:00,pjxuqwbj723,2020级,机电工程学院,机械设计制造及其自动化,1,学生
第十一届“挑战杯”西部某省省大学生创业计划竞赛,省级,金奖,2022-06-01 00:00:00,pjxyqwbk782,2020级,人工智能学院,智能科学与技术,5,学生
第十一届“挑战杯”西部某省省大学生创业计划竞赛,省级,金奖,2022-11-01 00:00:00,pjxyqwbj727,2020级,人工智能学院,人工智能,12,学生
第47届ICPC国际大学生程序设计竞赛亚洲区域赛,国家级,银奖,2022-11-01 00:00:00,pjxuqwbj738,2020级,机电工程学院,机器人工程,1,学生
全国大学生数学建模竞赛,省级,一等奖,2022-11-01 00:00:00,pjxyqwbj095,2020,网络与信息安全学院,网络空间安全,1,学生
全国大学生数学建模竞赛,省级,一等奖,2022-11-01 00:00:00,pjxrqxbj908,2020,数学与统计学院,数学与应用数学,1,学生
全国大学生数学建模竞赛,省级,一等奖,2022-11-01 00:00:00,pjxyqxbj159,2020,微电子学院,集成电路设计与集成系统,1,学生
全国大学生数学建模竞赛,省级,一等奖,2022-11-01 00:00:00,pjxuqwbj648,2020,空间科学与技术学院,空间科学与技术,1,学生
国际数学建模竞赛,国际级,一等奖,2022-05-01 00:00:00,pjxyqxbj728,2020级,微电子学院,微电子科学与工程,1,学生
国际数学建模竞赛,国际级,一等奖,2022-05-01 00:00:00,pjxyqxbj734,2020级,通信工程学院,空间信息与数字技术,1,学生
国际数学建模竞赛,国际级,一等奖,2022-05-01 00:00:00,pjxyqwbk808,2020级,人工智能学院,人工智能专业,1,学生
国际数学建模竞赛,国际级,一等奖,2022-05-01 00:00:00,pjxyqwbj859,2020级,计算机科学与技术学院,计算机科学与技术,1,学生
全国大学生数学建模竞赛,国家级,二等奖,2022-11-01 00:00:00,pjxyqwbj219,2020,人工智能学院,人工智能,1,学生
全国大学生数学建模竞赛,国家级,二等奖,2022-11-01 00:00:00,pjxyqwbj754,2020,人工智能学院,人工智能,1,学生
