XH,XB(学生性别),NJ(年级),YX(院系),ZY(专业),BJ(班级),BH(班号),TCNF(体测年份),ZF(总分),BZ(备注),BMI(身高/体重),FHL(肺活量),WS(50米),LDTY(立定跳远),ZWTQQ(坐位体前屈),BB(800米),YQ(1000米),YWQZ(仰卧起坐),YTXS(引体向上)
pjxyqwbk996,男,2020级,网络与信息安全学院,网络工程,2018021,2018021,2020.0,61.0,正常,173/55,4396.0,8.0,175.0,15.0,,4.24,,1.0
pjxyqwbk996,男,2020级,网络与信息安全学院,网络工程,2018021,2018021,2021.0,61.5,正常,175/55,3712.0,7.9,190.0,15.2,,4.3,,1.0
pjxyqwbk996,男,2020级,网络与信息安全学院,网络工程,2018021,2018021,2022.0,50.7,正常,175/55,3857.0,7.6,195.0,15.1,,,,1.0
pjxyqwbk996,男,2020级,网络与信息安全学院,网络工程,2018021,2018021,2023.0,52.2,正常,172/58,4250.0,8.5,195.0,5.5,,5.36,,
pjxyqxbj285,女,2020级,通信工程学院,通信工程,2001011,2001011,2020.0,81.1,正常,177/57,3012.0,9.16,194.0,18.2,3.39,,44.0,
pjxyqwbj022,男,2020级,计算机科学与技术学院,软件工程,2003051W,200301210,2023.0,63.0,正常,178/64,5297.0,7.3,220.0,15.2,,5.48,,0.0
pjxrqxbj969,男,2020级,数学与统计学院,数学与应用数学,2007011,2007011,2020.0,66.6,正常,180/80,4107.0,7.7,229.0,16.7,,4.1,,1.0
pjxrqxbj969,男,2020级,数学与统计学院,数学与应用数学,2007011,2007011,2021.0,72.65,正常,181/77,4973.0,7.6,219.0,13.7,,3.56,,2.0
pjxrqxbj969,男,2020级,数学与统计学院,数学与应用数学,2007011,2007011,2022.0,67.9,正常,180/79,4351.0,7.36,210.0,17.9,,3.5,,3.0
pjxrqxbj969,男,2020级,数学与统计学院,数学与应用数学,2007011,2007011,2023.0,34.4,正常,181/79,5243.0,,,15.3,,,,
pjxyqxbk621,女,2020级,通信工程学院,信息工程,2001051,2001051,2020.0,77.0,正常,158.5/54,2512.0,9.57,170.0,21.0,3.53,,40.0,
pjxyqxbk621,女,2020级,通信工程学院,信息工程,2001051,2001051,2021.0,72.6,正常,160/55,2600.0,9.6,167.0,9.0,4.13,,32.0,
pjxyqxbk621,女,2020级,通信工程学院,信息工程,2001051,2001051,2022.0,74.6,正常,160/57,2744.0,8.8,157.0,15.2,3.58,,30.0,
pjxyqxbk621,女,2020级,通信工程学院,信息工程,2001051,2001051,2023.0,70.2,正常,168/65,3467.0,9.0,165.0,18.1,5.06,,42.0,
pjxyqxbj145,男,2020级,电子工程学院,电子信息工程,2002018,2002018,2020.0,65.9,正常,177.5/72.5,3708.0,7.29,205.0,6.0,,4.09,,0.0
pjxyqxbj145,男,2020级,电子工程学院,电子信息工程,2002018,2002018,2021.0,66.4,正常,177.5/72,3912.0,7.18,228.0,11.4,,4.34,,5.0
pjxyqxbj145,男,2020级,电子工程学院,电子信息工程,2002018,2002018,2022.0,66.4,正常,177.5/74,4160.0,7.3,210.0,10.4,,4.3,,3.0
pjxyqxbj145,男,2020级,电子工程学院,电子信息工程,2002018,2002018,2023.0,51.35,正常,174/61.5,4799.0,7.2,200.0,2.8,,7.03,,0.0
pjxyqwbk754,男,2020级,计算机科学与技术学院,计算机科学与技术,2003012嵌,200301213,2020.0,76.1,正常,174/63,3606.0,7.5,235.0,20.6,,4.08,,11.0
pjxyqwbk754,男,2020级,计算机科学与技术学院,计算机科学与技术,2003012嵌,200301213,2021.0,80.4,正常,174/66.5,3934.0,7.3,233.0,21.4,,3.55,,15.0
pjxyqwbk754,男,2020级,计算机科学与技术学院,计算机科学与技术,2003012嵌,200301213,2022.0,86.5,正常,175/64,3970.0,6.64,248.0,18.2,,3.54,,21.0
pjxyqwbk754,男,2020级,计算机科学与技术学院,计算机科学与技术,2003012嵌,200301213,2023.0,77.9,正常,175/61,4063.0,7.3,230.0,15.9,,4.01,,16.0
pjxyqxbk375,男,2020级,微电子学院,集成电路设计与集成系统,2014023,2014023,2020.0,68.4,正常,171.5/65,4139.0,7.58,216.0,13.4,,4.12,,1.0
pjxyqxbk375,男,2020级,微电子学院,集成电路设计与集成系统,2014023,2014023,2021.0,67.55,正常,175/65,4703.0,8.0,218.0,11.9,,4.24,,0.0
pjxyqxbk375,男,2020级,微电子学院,集成电路设计与集成系统,2014023,2014023,2022.0,63.1,正常,176/75,4367.0,8.1,210.0,12.0,,4.2,,0.0
pjxyqxbk375,男,2020级,微电子学院,集成电路设计与集成系统,2014023,2014023,2023.0,72.45,正常,176/71,5118.0,7.5,223.0,11.5,,3.52,,0.0
pjxqzxbj996,女,2020级,人文学院,录音艺术,2008012,2008012,2020.0,75.0,正常,164/54,2655.0,9.2,150.0,19.8,3.4,,29.0,
pjxqzxbj996,女,2020级,人文学院,录音艺术,2008012,2008012,2021.0,71.5,正常,163/50,2855.0,9.08,155.0,20.8,4.31,,23.0,
pjxqzxbj996,女,2020级,人文学院,录音艺术,2008012,2008012,2022.0,71.2,正常,164/53,2900.0,9.83,152.0,20.8,4.32,,32.0,
pjxqzxbj996,女,2020级,人文学院,录音艺术,2008012,2008012,2023.0,44.8,正常,163/55,3387.0,,,26.2,5.24,,35.0,
pjxyqwbj461,男,2020级,计算机科学与技术学院,计算机科学与技术,2003013网,200301224,2020.0,66.2,正常,180/55,3200.0,7.11,252.0,8.2,,4.03,,5.0
pjxyqwbj461,男,2020级,计算机科学与技术学院,计算机科学与技术,2003013网,200301224,2021.0,65.7,正常,180/57,3313.0,7.3,236.0,14.1,,4.07,,3.0
pjxyqwbj461,男,2020级,计算机科学与技术学院,计算机科学与技术,2003013网,200301224,2022.0,68.2,正常,178/59,3738.0,7.5,235.0,14.2,,4.07,,4.0
pjxyqwbj461,男,2020级,计算机科学与技术学院,计算机科学与技术,2003013网,200301224,2023.0,63.2,正常,179/60,5221.0,6.8,245.0,8.8,,7.19,,6.0
pjxyqxbj102,男,2020级,光电工程学院,光电信息科学与工程,2005031,2005031,2020.0,61.1,正常,175.5/80,3506.0,8.1,218.0,4.4,,4.22,,1.0
pjxyqxbj102,男,2020级,光电工程学院,光电信息科学与工程,2005031,2005031,2021.0,63.2,正常,175/72,3903.0,8.0,210.0,14.2,,4.46,,0.0
pjxyqxbj102,男,2020级,光电工程学院,光电信息科学与工程,2005031,2005031,2022.0,57.4,正常,177/72,3700.0,7.9,203.0,5.8,,5.1,,0.0
pjxyqxbj102,男,2020级,光电工程学院,光电信息科学与工程,2005031,2005031,2023.0,65.5,正常,177/72,3359.0,7.3,211.0,21.6,,4.37,,6.0
pjxuqwbj655,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2020.0,78.55,正常,173/65,4624.0,6.68,233.0,11.0,,4.1,,7.0
pjxuqwbj655,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2021.0,75.1,正常,173/63.5,4232.0,6.9,247.0,16.4,,4.18,,6.0
pjxuqwbj655,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2022.0,73.1,正常,174/67.5,4516.0,6.76,263.0,16.0,,4.36,,7.0
pjxuqwbj655,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2023.0,61.0,正常,174.5/64,5546.0,7.3,220.0,14.9,,,,7.0
pjxuqwbj454,女,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2020.0,76.9,正常,167/55.5,2712.0,9.43,173.0,14.8,3.54,,40.0,
pjxuqwbj454,女,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2021.0,77.0,正常,165.5/53.5,2443.0,9.17,174.0,15.0,3.45,,43.0,
pjxuqwbj454,女,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2022.0,72.7,正常,167/53.5,2439.0,9.3,170.0,12.8,4.17,,37.0,
pjxuqwbj454,女,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2023.0,56.3,正常,165/58,2399.0,10.22,160.0,13.9,6.03,,49.0,
pjxyqxbk795,女,2020级,物理学院,应用物理学,2005049,2005049,2020.0,79.3,正常,166.5/41,2745.0,7.69,179.0,4.9,3.23,,40.0,
pjxyqxbk795,女,2020级,物理学院,应用物理学,2005049,2005049,2021.0,70.0,正常,164/43,2497.0,8.2,165.0,2.9,3.5,,44.0,
pjwrqxbj890,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2020.0,71.3,正常,180/72,3941.0,7.5,208.0,4.5,,3.41,,6.0
pjxuqwbj622,男,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2023.0,55.2,正常,169/68.5,3711.0,7.9,200.0,12.3,,5.1,,0.0
pjxyqxbj432,女,2020级,电子工程学院,电子信息工程,2002012,2002012,2020.0,80.8,正常,173/65,4626.0,9.3,160.0,15.1,3.44,,35.0,
pjxyqxbj432,女,2020级,电子工程学院,电子信息工程,2002012,2002012,2021.0,73.4,正常,173/62,3035.0,9.4,159.0,5.6,3.51,,29.0,
pjxyqxbj432,女,2020级,电子工程学院,电子信息工程,2002012,2002012,2022.0,78.85,正常,173/63,3400.0,9.1,165.0,10.5,3.52,,38.0,
pjxyqxbj432,女,2020级,电子工程学院,电子信息工程,2002012,2002012,2023.0,34.4,正常,172/68,2860.0,14.96,145.0,-11.0,5.28,,24.0,
pjxyqwbj058,女,2020级,人工智能学院,人工智能,2020039,2020039,2020.0,84.7,正常,163/49,3053.0,7.93,193.0,13.0,3.3,,39.0,
pjxyqwbj058,女,2020级,人工智能学院,人工智能,2020039,2020039,2021.0,76.5,正常,162/48.5,2459.0,8.36,188.0,5.3,3.5,,37.0,
pjxyqwbj058,女,2020级,人工智能学院,人工智能,2020039,2020039,2022.0,80.4,正常,162/50.5,3155.0,8.4,180.0,15.4,3.55,,48.0,
pjxyqwbj058,女,2020级,人工智能学院,人工智能,2020039,2020039,2023.0,76.55,正常,162/51,3259.0,9.5,181.0,16.9,4.18,,42.0,
pjwrqxbj890,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2021.0,71.9,正常,180.5/76,3758.0,7.4,221.0,6.5,,3.5,,7.0
pjwrqxbj890,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2022.0,78.2,正常,181/74,3773.0,7.1,210.0,7.8,,3.12,,10.0
pjwrqxbj890,男,2020级,光电工程学院,电子科学与技术,2005011,2005011,2023.0,67.6,正常,181/75,4543.0,7.84,190.0,8.3,,4.14,,10.0
pjxyqwbj579,男,2021级,计算机科学与技术学院,软件工程,2103052,2103052,2021.0,60.2,正常,179/100,4100.0,7.9,239.0,5.0,,4.3,,1.0
pjxyqwbj579,男,2021级,计算机科学与技术学院,软件工程,2103052,2103052,2022.0,61.8,正常,178/87,4350.0,8.27,236.0,10.0,,4.51,,0.0
pjxyqwbj579,男,2021级,计算机科学与技术学院,软件工程,2103052,2103052,2023.0,69.7,正常,179.2/72.1,4396.0,7.95,253.0,12.0,,4.05,,5.0
pjxyqwbj579,男,2021级,计算机科学与技术学院,软件工程,2103052,2103052,2024.0,70.2,正常,179/77,5333.0,7.6,230.0,4.9,,3.59,,6.0
pjxyqwbj744,女,2020级,网络与信息安全学院,网络工程,2018021,2018021,2020.0,69.5,正常,167/70,2920.0,10.1,155.0,13.8,4.14,,30.0,
pjxyqwbj744,女,2020级,网络与信息安全学院,网络工程,2018021,2018021,2021.0,61.9,正常,166.5/68,2368.0,9.98,143.0,15.3,4.42,,28.0,
pjxyqwbj744,女,2020级,网络与信息安全学院,网络工程,2018021,2018021,2022.0,64.4,正常,167/67,3089.0,10.26,138.0,19.3,4.15,,32.0,
pjxyqwbj744,女,2020级,网络与信息安全学院,网络工程,2018021,2018021,2023.0,61.1,正常,166.5/65,2780.0,9.2,140.0,19.2,5.08,,30.0,
pjxyqwbj385,男,2020级,计算机科学与技术学院,计算机科学与技术,2003018,2003018,2020.0,74.2,正常,184.5/67,4546.0,6.9,267.0,10.5,,4.24,,5.0
pjxyqwbj385,男,2020级,计算机科学与技术学院,计算机科学与技术,2003018,2003018,2021.0,74.4,正常,184/66,4211.0,6.9,262.0,12.5,,4.03,,4.0
pjxyqwbj385,男,2020级,计算机科学与技术学院,计算机科学与技术,2003018,2003018,2022.0,74.55,正常,185/67,4875.0,6.9,257.0,14.5,,3.57,,0.0
pjxyqwbj385,男,2020级,计算机科学与技术学院,计算机科学与技术,2003018,2003018,2023.0,71.5,正常,186.5/70,5530.0,6.9,270.0,4.6,,5.17,,8.0
pjxyqxbj868,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2020.0,62.5,正常,171/75,4800.0,8.0,215.0,10.6,,4.35,,0.0
pjxyqxbj868,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2021.0,63.3,正常,172/75,4800.0,8.3,223.0,15.2,,4.43,,0.0
pjxyqxbj868,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2022.0,62.1,正常,173/75,4950.0,7.64,219.0,17.2,,5.04,,0.0
pjxyqxbj868,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2023.0,54.1,正常,174/75,3900.0,9.0,212.0,16.3,,5.29,,0.0
pjxyqxbj153,男,2020级,通信工程学院,通信工程,2001017,2001017,2020.0,68.8,正常,173.5/59.5,3592.0,7.3,215.0,8.3,,3.51,,1.0
pjxyqxbj153,男,2020级,通信工程学院,通信工程,2001017,2001017,2021.0,72.15,正常,174/56,4659.0,7.7,225.0,19.0,,3.54,,2.0
pjxyqxbj153,男,2020级,通信工程学院,通信工程,2001017,2001017,2022.0,71.55,正常,175/60,4781.0,7.7,225.0,16.0,,3.48,,4.0
pjxyqxbj153,男,2020级,通信工程学院,通信工程,2001017,2001017,2023.0,65.7,正常,174/60,4348.0,7.5,215.0,12.1,,5.04,,8.0
pjxyqwbk716,女,2020级,人工智能学院,人工智能,2020031,2020031,2020.0,70.8,正常,164/54,2203.0,9.9,167.0,16.2,4.21,,28.0,
pjxyqwbk716,女,2020级,人工智能学院,人工智能,2020031,2020031,2021.0,75.7,正常,164/49,2914.0,9.4,162.0,19.4,4.01,,31.0,
pjxyqwbk716,女,2020级,人工智能学院,人工智能,2020031,2020031,2022.0,69.9,正常,164/51,2423.0,9.9,160.0,14.0,4.23,,35.0,
pjxyqwbk716,女,2020级,人工智能学院,人工智能,2020031,2020031,2023.0,47.5,正常,164/50,1986.0,11.44,175.0,24.4,5.13,,43.0,
pjxsqxbj765,男,2020级,经济与管理学院,电子商务,2006051,2006051,2020.0,65.7,正常,175/61,3819.0,7.98,218.0,17.4,,4.46,,6.0
pjxsqxbj765,男,2020级,经济与管理学院,电子商务,2006051,2006051,2021.0,76.0,正常,178.5/65,4283.0,6.8,235.0,19.6,,4.11,,5.0
pjxsqxbj765,男,2020级,经济与管理学院,电子商务,2006051,2006051,2022.0,70.1,正常,177.5/67,4119.0,7.4,225.0,15.3,,3.53,,0.0
pjxsqxbj765,男,2020级,经济与管理学院,电子商务,2006051,2006051,2023.0,58.0,正常,176.5/61.9,,7.4,230.0,,,3.55,,11.0
pjxyqxbl988,男,2020级,电子工程学院,电子信息工程,2002015,2002015,2020.0,63.8,正常,173/75,6108.0,8.4,199.0,9.6,,4.21,,0.0
pjxyqxbl988,男,2020级,电子工程学院,电子信息工程,2002015,2002015,2021.0,69.2,正常,174.5/71.5,4420.0,7.6,222.0,10.0,,4.04,,1.0
pjxyqxbl988,男,2020级,电子工程学院,电子信息工程,2002015,2002015,2022.0,65.5,正常,174.5/70,4984.0,7.9,212.0,12.0,,4.32,,1.0
pjxyqxbl988,男,2020级,电子工程学院,电子信息工程,2002015,2002015,2023.0,64.7,正常,174/72,4997.0,7.72,230.0,10.1,,5.03,,0.0
pjxyqwbj574,男,2020级,计算机科学与技术学院,计算机科学与技术,2003013软,200301219,2020.0,76.1,正常,158/53,4013.0,6.98,235.0,13.5,,4.3,,11.0
pjxyqwbj574,男,2020级,计算机科学与技术学院,计算机科学与技术,2003013软,200301219,2021.0,71.8,正常,158/55,4110.0,7.9,233.0,14.1,,4.33,,11.0
pjxyqwbj574,男,2020级,计算机科学与技术学院,计算机科学与技术,2003013软,200301219,2022.0,68.7,正常,159/54,3838.0,7.37,226.0,13.1,,4.54,,11.0
pjxyqwbj574,男,2020级,计算机科学与技术学院,计算机科学与技术,2003013软,200301219,2023.0,74.4,正常,160/53.5,3315.0,7.6,220.0,1.0,,3.11,,11.0
pjxuqwbj644,男,2020级,机电工程学院,机器人工程,2004071,2004071,2020.0,76.0,正常,173/61.5,4512.0,7.06,239.0,22.3,,3.46,,5.0
pjxuqwbj644,男,2020级,机电工程学院,机器人工程,2004071,2004071,2021.0,78.55,正常,173/62,4600.0,6.95,237.0,31.4,,3.59,,6.0
pjxuqwbj644,男,2020级,机电工程学院,机器人工程,2004071,2004071,2022.0,75.0,正常,174/63.5,4518.0,6.99,235.0,27.3,,3.53,,3.0
pjxuqwbj644,男,2020级,机电工程学院,机器人工程,2004071,2004071,2023.0,79.75,正常,175/61.4,4886.0,7.0,250.0,33.9,,3.25,,0.0
pjxyqxbk230,女,2020级,光电工程学院,电子科学与技术,2005012,2005012,2020.0,76.6,正常,159/51.7,2862.0,8.61,156.0,17.2,4.02,,35.0,
pjxyqxbk217,男,2020级,物理学院,电波传播与天线,2005061,2005061,2020.0,60.0,免测,,,,,,,,,
pjxyqxbk217,男,2020级,物理学院,电波传播与天线,2005061,2005061,2021.0,60.0,免测,,,,,,,,,
pjxyqxbk217,男,2020级,物理学院,电波传播与天线,2005061,2005061,2022.0,60.0,免测,,,,,,,,,
pjxyqxbk217,男,2020级,物理学院,电波传播与天线,2005061,2005061,2023.0,60.0,免测,,,,,,,,,
pjxyqxbk479,男,2020级,通信工程学院,通信工程,2001011,2001011,2020.0,74.3,正常,175/79,3704.0,7.2,255.0,11.7,,3.52,,10.0
pjxyqxbk479,男,2020级,通信工程学院,通信工程,2001011,2001011,2021.0,75.3,正常,175/80,3788.0,7.7,248.0,12.5,,3.36,,12.0
pjxyqxbk479,男,2020级,通信工程学院,通信工程,2001011,2001011,2022.0,61.6,正常,174/85,2961.0,7.0,229.0,4.8,,3.55,,8.0
pjxyqxbk479,男,2020级,通信工程学院,通信工程,2001011,2001011,2023.0,66.2,正常,175/84,4616.0,7.1,240.0,12.8,,5.54,,20.0
pjxuqwbj986,女,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2020.0,78.3,正常,166/54.5,2700.0,8.9,175.0,16.0,3.41,,31.0,
pjxuqwbj986,女,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2021.0,79.1,正常,168/55,2800.0,9.2,175.0,21.6,3.39,,32.0,
pjxuqwbj986,女,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2022.0,76.3,正常,166.5/55,2800.0,9.41,182.0,17.1,3.59,,37.0,
pjxuqwbj986,女,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2023.0,76.7,正常,167/54,3166.0,8.81,160.0,21.9,4.17,,39.0,
pjxsqxbj939,男,2020级,经济与管理学院,金融学,2006041,2006041,2020.0,88.8,正常,178/65,4800.0,7.0,244.0,23.5,,3.27,,15.0
pjxsqxbj939,男,2020级,经济与管理学院,金融学,2006041,2006041,2021.0,101.1,正常,176/63,3500.0,7.2,270.0,30.0,,3.1,,28.0
pjxsqxbj939,男,2020级,经济与管理学院,金融学,2006041,2006041,2022.0,85.25,正常,176/66,5052.0,7.2,250.0,22.0,,3.3,,12.0
pjxsqxbj939,男,2020级,经济与管理学院,金融学,2006041,2006041,2023.0,84.8,正常,176/65,4162.0,7.0,240.0,24.0,,3.3,,17.0
pjxyqxbk676,男,2020级,电子工程学院,电子信息工程,2002013,2002013,2020.0,59.1,正常,174/74,4259.0,7.9,200.0,12.0,,4.45,,0.0
pjxyqxbk676,男,2020级,电子工程学院,电子信息工程,2002013,2002013,2021.0,65.2,正常,175/70,4512.0,8.0,202.0,14.2,,4.19,,0.0
pjxyqxbk676,男,2020级,电子工程学院,电子信息工程,2002013,2002013,2022.0,61.1,正常,174/71,4326.0,8.6,200.0,16.2,,4.34,,0.0
pjxyqxbk676,男,2020级,电子工程学院,电子信息工程,2002013,2002013,2023.0,43.9,正常,174/84.5,4052.0,9.2,190.0,10.6,,5.52,,
pjxyqwbk792,男,2020级,人工智能学院,智能科学与技术,2020012,2020012,2020.0,69.65,正常,187/84,4958.0,6.9,245.0,2.0,,4.12,,0.0
pjxyqwbk792,男,2020级,人工智能学院,智能科学与技术,2020012,2020012,2021.0,74.4,正常,186/83,5153.0,6.9,242.0,13.7,,3.58,,2.0
pjxyqwbk792,男,2020级,人工智能学院,智能科学与技术,2020012,2020012,2022.0,73.0,正常,186/85,5450.0,6.67,243.0,3.9,,3.56,,3.0
pjxyqwbk792,男,2020级,人工智能学院,智能科学与技术,2020012,2020012,2023.0,64.8,正常,187/83.9,7049.0,7.5,225.0,2.6,,4.25,,
pjxyqxbl969,女,2020级,通信工程学院,通信工程,2001016,2001016,2020.0,68.5,正常,172/57.5,2512.0,9.53,160.0,16.9,4.13,,18.0,
pjxyqxbl969,女,2020级,通信工程学院,通信工程,2001016,2001016,2021.0,68.1,正常,170/54.5,2371.0,9.9,167.0,13.5,4.4,,31.0,
pjxyqxbl969,女,2020级,通信工程学院,通信工程,2001016,2001016,2022.0,67.9,正常,172/54,2813.0,10.0,154.0,14.8,4.42,,30.0,
pjxyqxbl969,女,2020级,通信工程学院,通信工程,2001016,2001016,2023.0,48.5,正常,172.5/52.3,1884.0,9.5,150.0,12.2,5.51,,38.0,
pjxyqxbk745,男,2020级,空间科学与技术学院,飞行器设计与工程,2016031,2016031,2020.0,68.1,正常,176/60,4028.0,7.6,249.0,0.0,,3.5,,6.0
pjxyqxbk745,男,2020级,空间科学与技术学院,飞行器设计与工程,2016031,2016031,2021.0,62.4,正常,175/54,4116.0,7.3,240.0,0.0,,4.2,,5.0
pjxyqxbk230,女,2020级,光电工程学院,电子科学与技术,2005012,2005012,2021.0,73.6,正常,160/54,2580.0,9.2,155.0,21.6,4.23,,33.0,
pjxyqxbk230,女,2020级,光电工程学院,电子科学与技术,2005012,2005012,2022.0,60.4,正常,162/53,2583.0,9.2,150.0,22.0,6.15,,41.0,
pjxyqxbk230,女,2020级,光电工程学院,电子科学与技术,2005012,2005012,2023.0,63.1,正常,163/54,3165.0,10.0,170.0,21.1,6.02,,48.0,
pjxyqxbk318,男,2020级,通信工程学院,通信工程,2001017,2001017,2020.0,64.8,正常,175/64,4100.0,7.99,232.0,12.4,,4.48,,1.0
pjxyqxbk318,男,2020级,通信工程学院,通信工程,2001017,2001017,2021.0,71.3,正常,175.5/64,4200.0,7.8,225.0,17.1,,4.09,,6.0
pjxyqxbk318,男,2020级,通信工程学院,通信工程,2001017,2001017,2022.0,64.4,正常,175/67,4238.0,7.73,228.0,11.0,,4.47,,4.0
pjxyqxbk318,男,2020级,通信工程学院,通信工程,2001017,2001017,2023.0,54.9,正常,175.5/72,4308.0,7.67,230.0,11.0,,6.51,,2.0
pjxyqxbk094,男,2020级,通信工程学院,通信工程,2001015,2001015,2020.0,79.4,正常,170/65,3900.0,7.0,230.0,16.0,,3.38,,10.0
pjxyqxbk094,男,2020级,通信工程学院,通信工程,2001015,2001015,2021.0,79.4,正常,171/67,4018.0,7.1,256.0,15.1,,3.5,,10.0
pjxyqxbk094,男,2020级,通信工程学院,通信工程,2001015,2001015,2022.0,71.7,正常,172/68,4400.0,6.7,261.0,13.0,,4.36,,5.0
pjxyqxbk094,男,2020级,通信工程学院,通信工程,2001015,2001015,2023.0,66.4,正常,174/69,5315.0,7.4,242.0,16.7,,5.15,,
pjxrqxbj916,男,2020级,数学与统计学院,数学与应用数学,2007011,2007011,2020.0,73.6,正常,176/73,4500.0,6.9,245.0,13.0,,4.09,,4.0
pjxrqxbj916,男,2020级,数学与统计学院,数学与应用数学,2007011,2007011,2021.0,69.2,正常,174.5/75.5,4408.0,7.4,235.0,9.7,,4.3,,8.0
pjxrqxbj916,男,2020级,数学与统计学院,数学与应用数学,2007011,2007011,2022.0,65.2,正常,178/78,4608.0,7.07,232.0,8.8,,4.36,,7.0
pjxrqxbj916,男,2020级,数学与统计学院,数学与应用数学,2007011,2007011,2023.0,68.2,正常,177/81,5683.0,7.3,230.0,8.7,,5.24,,12.0
pjxyqxbk745,男,2020级,空间科学与技术学院,飞行器设计与工程,2016031,2016031,2022.0,68.5,正常,175/64.5,4291.0,7.25,240.0,6.0,,4.45,,8.0
pjxyqxbj454,男,2020级,电子工程学院,电子信息工程,2002019,2002019,2020.0,69.45,正常,183/86,5032.0,7.72,235.0,10.0,,3.56,,0.0
pjxyqxbj454,男,2020级,电子工程学院,电子信息工程,2002019,2002019,2021.0,76.55,正常,185/70,4749.0,7.0,250.0,22.5,,3.56,,0.0
pjxyqxbj454,男,2020级,电子工程学院,电子信息工程,2002019,2002019,2022.0,72.3,正常,185/78,4952.0,7.7,236.0,23.2,,4.12,,2.0
pjxyqxbj454,男,2020级,电子工程学院,电子信息工程,2002019,2002019,2023.0,70.6,正常,186/78,5358.0,7.8,215.0,15.4,,4.23,,3.0
pjxyqxbj541,男,2020级,光电工程学院,电子科学与技术,2005019,2005019,2020.0,62.2,正常,178/91,4100.0,7.7,230.0,18.0,,4.3,,1.0
