XH(学生学号),XB(学生性别),NJ(年级),YX(院系),ZY(专业),BJ(班级),BH(班号),XQ(学期),ZKC(总课程),KC(课程),SKSJ(上课时间)
pjxyqwbk807,男,2020级,计算机科学与技术学院,软件工程,2003053W,200301220,2022-2023学年第1学期,体育1,基本体能俱乐部（混合班）,星期三56
pjxuqwbj639,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2022-2023学年第1学期,体育1,足球俱乐部（初级班）,星期四34
pjxuqwbj639,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2022-2023学年第1学期,体育1,重修课程,周六34节
pjxsqxbj906,女,2020级,经济与管理学院,人力资源管理,2006071,2006071,2022-2023学年第1学期,体育1,体态训练俱乐部（初级会员）,星期二56
pjxyqxbk358,女,2020级,电子工程学院,电子信息工程,2002014,2002014,2022-2023学年第1学期,体育1,健美操俱乐部,星期二56
pjxuqwbj772,男,2020级,机电工程学院,测控技术与仪器,2004051,2004051,2022-2023学年第1学期,体育1,羽毛球俱乐部（初级班）,星期一56
pjxyqxbj967,男,2020级,电子工程学院,电子信息工程,2002011,2002011,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期一78
pjxvzxbj997,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014数,200301207,2022-2023学年第1学期,体育1,网球俱乐部（初级班）,星期二78
pjxyqwbk839,女,2020级,计算机科学与技术学院,软件工程,2003051W,200301210,2022-2023学年第1学期,体育1,健美操俱乐部,星期三56
pjxyqwbk661,男,2020级,计算机科学与技术学院,软件工程,2003051W,200301210,2022-2023学年第1学期,体育1,免修班,周六9:00-10:30
pjxyqwbk661,男,2020级,计算机科学与技术学院,软件工程,2003051W,200301210,2022-2023学年第1学期,体育1,重修课程,周六12节
pjxuqwbj705,男,2020级,机电工程学院,工业设计,2004021,2004021,2022-2023学年第1学期,体育1,基本体能俱乐部（混合班）,星期三78
pjxyqxbj029,男,2020级,电子工程学院,电磁场与无线技术,2002061,2002061,2022-2023学年第1学期,体育1,羽毛球俱乐部（中级班）,星期三78
pjxsqxbj921,男,2021级,经济与管理学院,工商管理（理工类）,2106021,2106021,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期四34
pjxsqxbj921,男,2021级,经济与管理学院,工商管理（理工类）,2106021,2106021,2023-2024学年第1学期,体育1,篮球俱乐部（初级班）,星期四78
pjxyqwbj673,男,2020级,计算机科学与技术学院,计算机科学与技术,2003014数,200301207,2022-2023学年第1学期,体育1,赛艇俱乐部,星期二78
pjxuqwbj605,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2022-2023学年第1学期,体育1,羽毛球俱乐部（初级班）,星期四34
pjxsqxbj864,男,2021级,经济与管理学院,工商管理（理工类）,2106021,2106021,2022-2023学年第1学期,体育1,基本体能俱乐部（混合班）,星期四34
pjxsqxbj864,男,2021级,经济与管理学院,工商管理（理工类）,2106021,2106021,2023-2024学年第1学期,体育1,足球俱乐部（初级班）,星期四78
pjxyqwbk760,男,2020级,计算机科学与技术学院,软件工程,2003051W,200301210,2022-2023学年第1学期,体育1,羽毛球俱乐部（中级班）,星期三56
pjxuqwbj642,男,2020级,机电工程学院,自动化,2004032,2004032,2022-2023学年第1学期,体育1,羽毛球俱乐部（中级班）,星期四34
pjxyqwbk646,女,2020级,计算机科学与技术学院,软件工程,2003051W,200301210,2022-2023学年第1学期,体育1,跆拳道俱乐部（初级班）,星期三56
pjxyqwbk724,女,2020级,计算机科学与技术学院,软件工程,2003051云,200301222,2022-2023学年第1学期,体育1,武术俱乐部（初级剑术）,星期三56
pjxuqwbj511,男,2021级,机电工程学院,测控技术与仪器,2104052,2104052,2023-2024学年第1学期,体育1,健美操俱乐部,星期二78
pjxyqxbl765,男,2020级,物理学院,电子信息科学与技术,2005052,2005052,2022-2023学年第1学期,体育1,基本体能俱乐部（混合班）,星期四78
pjxyqxbk889,女,2020级,通信工程学院,通信工程,2001011,2001011,2022-2023学年第1学期,体育1,健美操俱乐部,星期一34
pjxpqxbj933,女,2020级,外国语学院,英语,2009011,2009011,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期二78
pjxyqxbk297,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2022-2023学年第1学期,体育1,羽毛球俱乐部（初级班）,星期一78
pjxyqxbj125,男,2020级,微电子学院,集成电路设计与集成系统,2014021,2014021,2022-2023学年第1学期,体育1,羽毛球俱乐部（初级班）,星期四56
pjxsqxbj912,女,2020级,经济与管理学院,大数据管理与应用,2006121,2006121,2022-2023学年第1学期,体育1,羽毛球俱乐部（初级班）,星期二78
pjxyqxbl931,男,2020级,空间科学与技术学院,空间科学与技术,2016021,2016021,2022-2023学年第1学期,体育1,篮球俱乐部（中级班）,星期四34
pjxyqwbk698,男,2020级,网络与信息安全学院,网络工程,2018021,2018021,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期四56
pjwrqxbj974,男,2020级,先进材料与纳米科技学院,纳米材料与技术,2017031,2017031,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期四56
pjxuqwbj698,女,2020级,机电工程学院,测控技术与仪器,2004052,2004052,2022-2023学年第1学期,体育1,瑜伽俱乐部,星期三78
pjxyqwbj925,女,2020级,网络与信息安全学院,信息安全,2018011,2018011,2022-2023学年第1学期,体育1,瑜伽俱乐部,星期四78
pjxpqxbj979,男,2020级,外国语学院,日语,2009021,2009021,2022-2023学年第1学期,体育1,瑜伽俱乐部,星期二78
pjxsqxbj884,男,2020级,经济与管理学院,大数据管理与应用,2006121,2006121,2022-2023学年第1学期,体育1,基本体能俱乐部（混合班）,星期二78
pjxyqxbj024,男,2020级,物理学院,电子信息科学与技术,2005051,2005051,2022-2023学年第1学期,体育1,足球俱乐部（初级班）,星期一78
pjxyqxbk458,女,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2022-2023学年第1学期,体育1,武术俱乐部（太极拳道）,星期二78
pjxyqxbj080,男,2020级,电子工程学院,电磁场与无线技术,2002061,2002061,2022-2023学年第1学期,体育1,羽毛球俱乐部（初级班）,星期二56
pjxyqwbj776,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2022-2023学年第1学期,体育1,羽毛球俱乐部（中级班）,星期四78
pjwrqxbj920,男,2020级,先进材料与纳米科技学院,材料科学与工程,2017012,2017012,2022-2023学年第1学期,体育1,赛艇俱乐部,星期四56
pjxwxxbj967,男,2020级,电子工程学院,电子信息工程,2002911,2002911,2022-2023学年第1学期,体育1,足球俱乐部（初级班）,星期二34
pjxyqwbj741,男,2020级,计算机科学与技术学院,计算机科学与技术,2003013软,200301219,2022-2023学年第1学期,体育1,乒乓球俱乐部（中级班）,星期二78
pjxuqwbj505,女,2020级,机电工程学院,电子封装技术,2004061,2004061,2022-2023学年第1学期,体育1,网球俱乐部（中级班）,星期四34
pjxyqxbl797,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2022-2023学年第1学期,体育1,基本体能俱乐部（混合班）,星期一78
pjxyqxbj345,男,2020级,通信工程学院,通信工程,2001012,2001012,2022-2023学年第1学期,体育1,乒乓球俱乐部（初级班）,星期一34
pjxyqwbj569,男,2020级,人工智能学院,人工智能,2020039,2020039,2022-2023学年第1学期,体育1,网球俱乐部（初级班）,星期三56
pjxpqxbj915,男,2020级,外国语学院,翻译,2009031,2009031,2022-2023学年第1学期,体育1,健身健美俱乐部（初级班）,星期四34
pjxyqwbj844,男,2020级,网络与信息安全学院,信息安全,2018011,2018011,2022-2023学年第1学期,体育1,健身健美俱乐部（初级班）,星期四78
pjxyqxbk304,男,2020级,电子工程学院,电子信息工程,2002014,2002014,2022-2023学年第1学期,体育1,乒乓球俱乐部（中级班）,星期二56
pjxyqxbj165,男,2020级,电子工程学院,信息对抗技术,2002031,2002031,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期二56
pjxyqwbk548,男,2020级,计算机科学与技术学院,计算机科学与技术,2003013数,200301205,2022-2023学年第1学期,体育1,健身健美俱乐部（中级班）,星期二78
pjwtqxbj952,男,2020级,生命科学技术学院,智能医学工程,2015031,2015031,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期二78
pjxyqxbk298,男,2020级,光电工程学院,光电信息科学与工程,2005031,2005031,2022-2023学年第1学期,体育1,乒乓球俱乐部（中级班）,星期一78
pjxrqxbj937,女,2020级,数学与统计学院,信息与计算科学,2007021,2007021,2022-2023学年第1学期,体育1,健美操俱乐部,星期四78
pjxpqxbj954,女,2020级,外国语学院,英语,2009011,2009011,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期二78
pjxyqxbk807,男,2020级,通信工程学院,信息工程,2001052,2001052,2022-2023学年第1学期,体育1,跆拳道俱乐部（初级班）,星期一56
pjxyqwbj348,男,2020级,计算机科学与技术学院,软件工程,2003052云,200301221,2022-2023学年第1学期,体育1,网球俱乐部（中级班）,星期三56
pjxyqwbk668,男,2021级,人工智能学院,人工智能,2120031,2120031,2022-2023学年第1学期,体育1,基本体能俱乐部（混合班）,星期四78
pjxwxxbj924,女,2020级,电子工程学院,电子信息工程,2002911,2002911,2022-2023学年第1学期,体育1,乒乓球俱乐部（初级班）,星期二34
pjxsqxbj859,女,2020级,经济与管理学院,信息管理与信息系统,2006011,2006011,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期四34
pjxyqxbk957,男,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2022-2023学年第1学期,体育1,瑜伽俱乐部,星期二78
pjxyqxbk578,男,2020级,通信工程学院,通信工程,2001015,2001015,2022-2023学年第1学期,体育1,羽毛球俱乐部（中级班）,星期一56
pjxyqxbk446,男,2020级,电子工程学院,电子信息工程,2002018,2002018,2022-2023学年第1学期,体育1,健身健美俱乐部（中级班）,星期二78
pjxrqxbj944,男,2020级,数学与统计学院,数学与应用数学,2007019,2007019,2022-2023学年第1学期,体育1,武术俱乐部（初级散打）,星期四34
pjxyqwbj616,男,2020级,计算机科学与技术学院,计算机科学与技术,2003011数,200301202,2022-2023学年第1学期,体育1,篮球俱乐部（中级班）,星期二78
pjxyqxbj853,男,2020级,电子工程学院,电子信息工程,2002011,2002011,2022-2023学年第1学期,体育1,武术俱乐部（初级剑术）,星期一78
pjxuqwbj500,女,2020级,机电工程学院,自动化,2004032,2004032,2022-2023学年第1学期,体育1,健美操俱乐部,星期四34
pjxyqxbl943,男,2020级,空间科学与技术学院,空间科学与技术,2016021,2016021,2022-2023学年第1学期,体育1,重修课程,周六12节
pjxyqxbj410,男,2020级,通信工程学院,信息工程,2001051,2001051,2021-2022学年第1学期,体育1,重修课程,周六34节
pjxyqxbj410,男,2020级,通信工程学院,信息工程,2001051,2001051,2022-2023学年第1学期,体育1,基本体能俱乐部（混合班）,星期一56
pjwtqxbj933,男,2020级,生命科学技术学院,生物医学工程,2015011,2015011,2022-2023学年第1学期,体育1,羽毛球俱乐部（初级班）,星期二56
pjxyqxbk810,女,2020级,通信工程学院,通信工程,2001015,2001015,2022-2023学年第1学期,体育1,瑜伽俱乐部,星期一56
pjxyqxbj815,男,2020级,电子工程学院,电子信息工程,2002011,2002011,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期一78
pjxyqxbj605,男,2020级,通信工程学院,通信工程,2001013,2001013,2022-2023学年第1学期,体育1,基本体能俱乐部（混合班）,星期一34
pjxyqwbj640,女,2020级,计算机科学与技术学院,计算机科学与技术,2003014网,200301209,2022-2023学年第1学期,体育1,瑜伽俱乐部,星期二78
pjxyqxbk566,女,2020级,光电工程学院,光电信息科学与工程,2005031,2005031,2022-2023学年第1学期,体育1,瑜伽俱乐部,星期一78
pjxyqxbj952,男,2020级,通信工程学院,通信工程,2001018,2001018,2022-2023学年第1学期,体育1,乒乓球俱乐部（初级班）,星期一78
pjxyqxbl843,男,2020级,光电工程学院,电子科学与技术,2005012,2005012,2022-2023学年第1学期,体育1,乒乓球俱乐部（初级班）,星期一78
pjxyqxbj927,男,2020级,通信工程学院,通信工程,2001013,2001013,2022-2023学年第1学期,体育1,足球俱乐部（初级班）,星期一34
pjxsqxbj849,女,2020级,经济与管理学院,金融学,2006041,2006041,2022-2023学年第1学期,体育1,瑜伽俱乐部,星期三78
pjxyqxbl869,男,2020级,光电工程学院,光电信息科学与工程,2005031,2005031,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期一78
pjxuqwbj535,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期四34
pjxuqwbj583,女,2020级,机电工程学院,自动化,2004032,2004032,2022-2023学年第1学期,体育1,羽毛球俱乐部（中级班）,星期四34
pjxyqwbj159,男,2020级,计算机科学与技术学院,软件工程,2003053网,200301215,2022-2023学年第1学期,体育1,网球俱乐部（中级班）,星期三56
pjxyqwbj031,男,2020级,网络与信息安全学院,信息安全,2018012,2018012,2022-2023学年第1学期,体育1,网球俱乐部（中级班）,星期四56
pjxuqwbj517,男,2020级,机电工程学院,电气工程及其自动化,2004041,2004041,2022-2023学年第1学期,体育1,赛艇俱乐部,星期三78
pjxyqxbk852,男,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2022-2023学年第1学期,体育1,网球俱乐部（初级班）,星期二78
pjxyqxbj188,男,2020级,通信工程学院,通信工程,2001017,2001017,2022-2023学年第1学期,体育1,足球俱乐部（初级班）,星期一78
pjxsqxbj925,男,2020级,经济与管理学院,工商管理（理工类）,2006021,2006021,2022-2023学年第1学期,体育1,橄榄球俱乐部（中级班）,星期四34
pjxqqxbj973,女,2020级,人文学院,哲学,2008021,2008021,2022-2023学年第1学期,体育1,基本体能俱乐部（混合班）,星期一78
pjxuqwbj651,男,2020级,机电工程学院,机器人工程,2004071,2004071,2022-2023学年第1学期,体育1,乒乓球俱乐部（高级班）,星期三78
pjxxxxbj922,男,2020级,通信工程学院,通信工程,2001911,2001911,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期一78
pjxuqwbj566,男,2020级,机电工程学院,机械设计制造及其自动化,2004012,2004012,2022-2023学年第1学期,体育1,健身健美俱乐部（初级班）,星期四34
pjxyqxbk783,男,2020级,微电子学院,集成电路设计与集成系统,2014022,2014022,2022-2023学年第1学期,体育1,羽毛球俱乐部（中级班）,星期二78
pjxsqxbj811,女,2020级,经济与管理学院,市场营销,2006061,2006061,2022-2023学年第1学期,体育1,篮球俱乐部（初级班）,星期二78
