课程号_统一,KCCCDM(课程层次),KCFLDM(课程分类),JXFSDM(教学方式),SKYZDM(授课语种),KCZTDM(课程状态),KCM(课程名),YWKCM(英文课程名),JXMD(教学目的),XS(学时),XF(学分),KNZXS(课内周学时),KTJSXS(课堂讲授学时),SYXS(实验学时),SJIXS(设计学时),SJXS(上机学时),TLXS(讨论学时),QTXS1(其他学时1),QTXS2(其他学时2),QTXS3(其他学时3),JZSJZ(集中实践周),KCSJXS(课程实践学时),KSLXDM(考试类型),ZWJC(中文教材),ZWCKS(中文参考书),WWJC(外文教材),WWCKS(外文参考书),SYYX(适用院系或专业),KCSM(课程说明),ZWNRJJ(中文内容简介),YWNRJJ(英文内容简介),KSRQ(开始日期),YBZS(预备知识),CZSJ(操作时间),BZ(备注),TKYY(停开原因),HFYY(恢复原因),XGXKLBDM(校公选课类别),XXKDM(先修课代码),XXKMC(先修课名称),KSXQ(开课学期),SFXGXK(是否校公选课),KCSJZXS(课程实践周学时),XFLBDM(学分类别代码),KCFL1(课程分类),SFSYSK(是否双语授课),SFQYWSK(是否全英文授课),CJKHFS(成绩考核方式),KCMB(课程目标),XXKSFQY(先修课是否启用),XXKBXTG(先修课必须通过)
SS3008,1.0,002,10.0,,1.0,数据结构与算法分析,Data structure and algorithm analysis,,48.0,3.0,2,40.0,0.0,0.0,16.0,0.0,0.0,0.0,,,,2.0,,,,,,48+0周,,,,,,"开课学期为2,201411",,,,,,2.0,0.0,,,,,,,,,
SS5012,1.0,002,15.0,,1.0,学科前沿技术,Lectures on Frontiers of the Discipline,,32.0,2.0,2,26.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,1.0,,,,,,32+0周,,,,,,"开课学期为5,201411",,,,,,1.0,0.0,,,,,,,,,
SS5067,1.0,003,15.0,,1.0,航天技术概论,Introduction to Aerospace Techniques,,48.0,3.0,2,44.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,1.0,,,,,,48+0周,,,,,,"开课学期为4,201411",,,,,,2.0,0.0,,,,,,,,,
SS5070,1.0,003,1.0,,1.0,探测与识别技术,Detection and Identification Technology,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,"开课学期为6,201411",,,,,,2.0,0.0,,,,,,,,,
SS5077,1.0,003,10.0,,1.0,制导与控制原理,Principle of Guidance and Control,,48.0,3.0,2,42.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,开课学期为6,,,,,,2.0,0.0,,,,,,,,,
SS5005,1.0,003,10.0,,1.0,数字图像处理,Digital Image Processing,,48.0,3.0,2,42.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,"开课学期为6,201411",,,,,,2.0,0.0,,,,,,,,,
SS5072,1.0,003,6.0,,1.0,导航技术及应用综合实验,Experiments On Navigation technology and its Applications,,48.0,3.0,2,32.0,32.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,48+0周,,,,,,开课学期为6,,,,,,2.0,0.0,,,,,,,,,
SS5079,1.0,003,22.0,,1.0,制导、跟踪与控制综合实验,"Experiments of Guidance, Tracking and Control",,32.0,2.0,2,8.0,44.0,0.0,0.0,0.0,2.0,0.0,,,,2.0,,,,,,32+0周,,,,,,"开课学期为6,201411",,,,,,1.0,0.0,,,,,,,,,
SS5075,1.0,004,1.0,,1.0,计算机视觉,Computer Vision,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,"开课学期为7,201411",,,,,,1.0,0.0,,,,,,,,,
SS1006,1.0,006,1.0,,1.0,毕业生综合教育,Comprehensive Education for Graduates,,8.0,0.5,2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,8+0周,,,,,,开课学期为7，201411,,,,,,1.0,0.0,,,,,,,,,
MI4121055,1.0,005,2.0,,1.0,集成电路设计实践,IC Design Practice,,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,,2.0,,,,,,0+2周,,,,,,开课学期为7,,,,,,1.0,0.0,,,,,,,,,
IB1006-15,1.0,002,1.0,,1.0,数字电路与逻辑设计,Digital Circuits and Logic design,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,开课学期为4，201411,,,,,,2.0,0.0,,,,,,,,,
HA5050,1.0,004,1.0,,1.0,音乐术语,Music Terminology,,16.0,1.0,2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,16+0周,,,,,,开课学期为4,,,,,,2.0,0.0,,,,,,,,,
HA5051,1.0,004,15.0,,1.0,声音设计,Sound Design,,40.0,2.5,2,20.0,0.0,0.0,0.0,0.0,40.0,0.0,,,,2.0,,,,,,40+0周,,,,,,开课学期为5,,,,,,1.0,0.0,,,,,,,,,
EM6130,1.0,005,3.0,,1.0,信息安全实验,Experiment of Information Safety,,16.0,1.0,2,0.0,0.0,0.0,32.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,开课学期为6,,,,,,2.0,0.0,,,,,,,,,
EM6117,1.0,005,3.0,,1.0,系统设计与开发实验,Experiment of System Design and Development,,24.0,1.5,2,0.0,0.0,0.0,48.0,0.0,0.0,0.0,,,,2.0,,,,,,48+0周,,,,,,开课学期为6,,,,,,2.0,0.0,,,,,,,,,
EM6118,1.0,005,3.0,,1.0,信息存储与检索实验,Experiment of Information Storage and Retrieval,,16.0,1.0,2,0.0,0.0,0.0,32.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,开课学期为6,,,,,,2.0,0.0,,,,,,,,,
ME064003,,003,1.0,,1.0,微机电系统封装技术,"Packing Technology of
Micro-electromechanical System",,48.0,3.0,2,48.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
ME064017,,018,2.0,,1.0,单片机,Single Chip Microcomputer,,16.0,1.0,2,,,,,,,,,1周,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
ME064010,,004,1.0,,1.0,传感器技术,Technology of Transducer,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
ME064011,,004,1.0,,1.0,质量管理学,Quality Management,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
ME064012,,004,1.0,,1.0,精密测试技术,Precision measurement technique,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
ME064013,,004,1.0,,1.0,电子设备可靠性工程,Electron-Equipment Reliability,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
ME064014,,004,1.0,,1.0,电子封装专用设备,Special equipment for electronic packaging,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
ME064015,,004,1.0,,1.0,计算方法,Method of calculation,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
PY014017,,003,2.0,,1.0,专业实验,Specialty Experiments,,24.0,1.5,2,,48.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
PY015054,,003,1.0,,1.0,激光原理与技术,Principle and Technology of Laser,,48.0,3.0,2,48.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
TE006004,,019,1.0,,0.0,金刚经大义,Diamond Sutra Essentials,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,教师申请,,5.0,,,,1.0,,,,,,,,,
EE006006,,019,6.0,,1.0,雷达探秘(I),Radar Exploring I,,16.0,1.0,2,8.0,8.0,,,,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,,,6.0,,,,1.0,,,,,,,,,
EE006007,,019,6.0,,1.0,雷达探秘(II),Radar Exploring II,,16.0,1.0,2,8.0,8.0,,,,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,,,6.0,,,,1.0,,,,,,,,,
EE006008,,019,6.0,,1.0,基于无线物联网的智能家居系统开发,IOT-Based Smart Home System Development,,16.0,1.0,2,6.0,,,,,,,,,10.0,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,,,6.0,,,,1.0,,,,,,,,,
EE006009,,019,30.0,,1.0,航空航天技术概论,Aeronautics and Astronautics Technology Overview,,16.0,1.0,2,12.0,,,,4.0,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,,,6.0,,,,1.0,,,,,,,,,
EE006010,,019,6.0,,1.0,基于嵌入式系统的创新-实践与方法（初级班）,Innovation and practice based on Embedded System,,16.0,1.0,2,12.0,4.0,,,,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,,,6.0,,,,1.0,,,,,,,,,
ME006010,,019,10.0,,1.0,solidworks使用教程,Usage tutorial of Solidworks,,16.0,1.0,2,10.0,,,6.0,,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,,,6.0,,,,1.0,,,,,,,,,
ME006011,,019,6.0,,0.0,虚拟仪器设计,Virtual Instrument Design,,16.0,1.0,2,8.0,8.0,,,,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,,,6.0,,,,1.0,,,,,,,,,
ME006012,,019,6.0,,1.0,Flash动画及HTML5现代网页设计及制作,Flash & HTML5 Web Design,,16.0,1.0,2,10.0,,,,,,,,,6.0,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,,,6.0,,,,1.0,,,,,,,,,
ME006013,,019,30.0,,1.0,美术鉴赏,Art  Appreciation,,16.0,1.0,2,10.0,,,,6.0,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,,,13.0,,,,1.0,,,,,,,,,
ME006014,,019,30.0,,1.0,广告设计及鉴赏,Advertisement Design and Appreciation,,16.0,1.0,2,10.0,,,,6.0,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,,,5.0,,,,1.0,,,,,,,,,
PY006030,,019,15.0,,0.0,从“移动硬盘”向“CPU”转化的有效“大”学发放,From Mobile HDD to CPU — How to Study in University,,16.0,1.0,2,10.0,,2.0,,4.0,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,,,5.0,,,,1.0,,,,,,,,,
PY006031,,019,1.0,,1.0,批判性思维,Critical thinking,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,,,5.0,,,,1.0,,,,,,,,,
PY006032,,019,1.0,,0.0,思维拓展与心理规律探究,Development of thinking and Exploration of psychological law,,16.0,1.0,2,16.0,,,,,,,,,,1.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,换成光电院课号,,5.0,,,,1.0,,,,,,,,,
PY006034,,019,1.0,,0.0,光的奥秘,The Secret of Light,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,换光电院课号,,6.0,,,,1.0,,,,,,,,,
PY006035,,019,30.0,,0.0,颠覆性技术概论,An Introduction to Disruptive Technology,,16.0,1.0,2,10.0,,,,6.0,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,换光电院课号,,6.0,,,,1.0,,,,,,,,,
PY006036,,019,15.0,,1.0,新型纳米光电器件,New Nano Photoelectric Device,,16.0,1.0,2,10.0,4.0,,,2.0,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,,,6.0,,,,1.0,,,,,,,,,
PY006037,,019,1.0,,0.0,量子力学发展史,History of Quantum Mechanics,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,"换光电院课号
",,6.0,,,,1.0,,,,,,,,,
EM006026,,019,1.0,,1.0,与大学生谈“西方经济学”,"Discussions on ""Western Economics"" with College Students",,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,,,5.0,,,,1.0,,,,,,,,,
EM006027,,019,30.0,,0.0,经济学思想史,Ideological History of Economics,,16.0,1.0,2,13.0,,,,3.0,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,,,5.0,,,,1.0,,,,,,,,,
EM006028,,019,1.0,,1.0,互联网产品用户体验,Internet Product User Experience,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,,,5.0,,,,1.0,,,,,,,,,
EM006029,,019,1.0,,1.0,电子商务服务,E-commerce Services,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,,,5.0,,,,1.0,,,,,,,,,
EM006030,,019,30.0,,0.0,就业经济学,Employment economics,,16.0,1.0,2,14.0,,,,2.0,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,,,5.0,,,,1.0,,,,,,,,,
EM006031,,019,1.0,,1.0,管理经济学,Managerial Economics ,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,,,5.0,,,,1.0,,,,,,,,,
EM006032,,019,1.0,,1.0,简明博弈论,Game Theory,,16.0,1.0,2,16.0,,,,,,,,,,2.0,,,,,,,,,,,2018-10-25 16:50:52,课程导入,,,5.0,,,,1.0,,,,,,,,,
HA3005L,1.0,017,1.0,,1.0,音乐理论基础,Fundamentals of Music Theory,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,32+0周,,,,,,开课学期为1,,,,,,1.0,0.0,,,,,,,,,
HA3006L,1.0,017,15.0,,1.0,录音声学Ⅰ,Recording Acoustics (Ⅰ),,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,32+0周,,,,,,开课学期为1,,,,,,1.0,0.0,,,,,,,,,
HA3007L,1.0,017,15.0,,1.0,录音声学Ⅱ,Recording Acoustics(Ⅱ),,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,32+0周,,,,,,开课学期为2,,,,,,2.0,0.0,,,,,,,,,
HA5101L,1.0,003,1.0,,1.0,西方哲学史（一）,History of Western Philosophy,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,,,,,,48+0周,,,,,,开课学期为1,,,,,,1.0,0.0,,,,,,,,,
HA1008L,1.0,006,1.0,,1.0,形势与政策,Situation and Policy Education,,28.0,2.0,2,28.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,28+0周,,,,,,开课学期为1,,,,,,1.0,0.0,,,,,,,,,
HA1010L,1.0,006,1.0,,1.0,新生研讨课,Freshman Seminar Course,,16.0,1.0,2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,,,,,,,开课学期为1,,,,,,1.0,0.0,,,,,,,,,
HA1009L-1,1.0,006,1.0,,1.0,专业教育（Ⅰ）,Professional Education(Ⅰ),,4.0,0.3,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,4+0周,,,,,,开课学期为1,,,,,,1.0,0.0,,,,,,,,,
ME5511L,1.0,004,2.0,,1.0,计算机通信技术在仪器中的应用,Application of ComputerCommunication Technology in Instruments,,,1.5,2,,,,,,,,,1.5,,2.0,,,,,,,,,,,,7,,,,,,1.0,0.0,,,,,,,,,
ME5424L,1.0,004,6.0,,1.0,计算机通信与网络,Computer Communications and Networks,,48.0,3.0,2,40.0,16.0,,,,,,,,,1.0,,,,,,,,,,,,6,,,,,,2.0,0.0,,,,,,,,,
ME5543L,1.0,004,1.0,,1.0,计算机网络技术,Computer Network Technology,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,6,,,,,,2.0,0.0,,,,,,,,,
ME5349L,1.0,004,6.0,,1.0,计算机网络与通信,Computer Networks and Communications,,48.0,3.0,2,40.0,16.0,,,,,,,,,1.0,,,,,,,,,,,,6,,,,,,2.0,0.0,,,,,,,,,
ME5109L,1.0,004,1.0,,1.0,计算机信息管理基础,Basic of Computer Information Management,,32.0,2.0,2,32.0,,,,,,,,,,2.0,,,,,,,,,,,,6,,,,,,2.0,0.0,,,,,,,,,
ME5348L,1.0,004,1.0,,1.0,检测与估值,Detection and Evaluation,,48.0,3.0,2,48.0,,,,,,,,,,2.0,,,,,,,,,,,,5,,,,,,1.0,0.0,,,,,,,,,
SE5010L-X,1.0,004,6.0,,1.0,通信技术基础,Fundamentals of Communication Technology,,48.0,3.0,2,40.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,48+0周,,,,,,开课学期为5,,,1.0,,,1.0,0.0,,,,,,,,,
SE5013L-X,1.0,004,1.0,,1.0,软件工程经济学,Software Engineering Economics,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,开课学期为5,,,1.0,,,1.0,0.0,,,,,,,,,
SE5014L-X,1.0,004,9.0,,1.0,系统分析与设计A,System Analysis and Design A,,48.0,3.0,2,36.0,24.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,48+0周,,,,,,开课学期为6,,,1.0,,,2.0,0.0,,,,,,,,,
SE5015L-X,1.0,004,10.0,,1.0,Web工程,Web Engineering,,40.0,2.5,2,32.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,40+0周,,,,,,开课学期为6,,,1.0,,,2.0,0.0,,,,,,,,,
SE5016L-X,1.0,004,10.0,,1.0,信息安全概论,Fundamentals of Information Security,,32.0,2.0,2,24.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,开课学期为7,,,1.0,,,1.0,0.0,,,,,,,,,
SE5019L-X,1.0,004,10.0,,1.0,程序分析,Program Analysis,,40.0,2.5,2,32.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,40+0周,,,,,,开课学期为6,,,1.0,,,2.0,0.0,,,,,,,,,
SE5020L-X,1.0,004,10.0,,1.0,程序测试,Program Testing,,32.0,2.0,2,24.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,开课学期为7,,,1.0,,,1.0,0.0,,,,,,,,,
SE5021L-X,1.0,004,10.0,,1.0,协议工程,Protocol Engineering,,40.0,2.5,2,32.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,40+0周,,,,,,开课学期为6,,,1.0,,,2.0,0.0,,,,,,,,,
FL5044,1.0,003,1.0,,1.0,基础口译,Fundamental Interpretation,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,32+0周,,,,,,开课学期为4,,,,,,2.0,0.0,,,,,,,,,
FL5045,1.0,003,1.0,,1.0,中国文化概要,Outline of Chinese Culture,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,32+0周,,,,,,开课学期为4,,,,,,2.0,0.0,,,,,,,,,
FL5046,1.0,003,1.0,,1.0,英汉笔译,English to Chinese Translation,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,开课学期为5,,,,,,1.0,0.0,,,,,,,,,
FL5047,1.0,003,1.0,,1.0,汉英笔译,Chinese to English Translation,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,开课学期为5,,,,,,1.0,0.0,,,,,,,,,
FL5048,1.0,003,1.0,,1.0,语言学概论,Outline of Linguistics,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,32+0周,,,,,,开课学期为5,,,,,,1.0,0.0,,,,,,,,,
FL5049,1.0,003,1.0,,1.0,科技英汉翻译,English to Chinese Translation of Technical Texts,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,开课学期为6,,,,,,2.0,0.0,,,,,,,,,
FL5050,1.0,003,1.0,,1.0,科技汉英翻译,Chinese to English Translation of Technical Texts,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,开课学期为6,,,,,,2.0,0.0,,,,,,,,,
MI1023L,,003,1.0,,1.0,半导体物理（Ⅰ）（双语）,Semiconductor  Physics （Ⅰ）,,48.0,3.0,2,48.0,,,,,,,,,,1.0,,,,,,,,,,,,开课学期为5,,,,,,1.0,0.0,,,,,,,,,
MI2001L,,017,1.0,,1.0,现代物理基础,Basis of Modern Physics,,48.0,3.0,2,48.0,,,,,,,,,,1.0,,,,,,,,,,,,开课学期为3,,,,,,1.0,0.0,,,,,,,,,
MI2002L,,017,1.0,,1.0,电磁场与电磁波,Electromagnetic Field and,,48.0,3.0,2,48.0,,,,,,,,,,1.0,,,,,,,,,,,,开课学期为4,,,,,,2.0,0.0,,,,,,,,,
ME5052,1.0,004,1.0,,1.0,微米纳米技术,Micro-meter and Nano-meter Technology,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,"开课学期为7,201411",,,,,,1.0,0.0,,,,,,,,,
HA5105,1.0,003,1.0,,1.0,马克思主义经典著作选读,Selected Readings of Marxist Classics,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,"开课学期为5,201411",,,,,,1.0,0.0,,,,,,,,,
HA5101,1.0,003,1.0,,1.0,西方哲学史,History of Western Philosophy,,64.0,4.0,2,64.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,64+0周,,,,,,"开课学期为2,201411",,,,,,2.0,0.0,,,,,,,,,
HA5102,1.0,003,1.0,,1.0,中国哲学史,History of Chinese Philosophy,,64.0,4.0,2,64.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,64+0周,,,,,,"开课学期为3,201411",,,,,,1.0,0.0,,,,,,,,,
HA5103,1.0,003,1.0,,1.0,现代西方哲学,Modern Western Philosophy,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,"开课学期为3,201411",,,,,,1.0,0.0,,,,,,,,,
HA5104,1.0,003,1.0,,1.0,西方哲学原著选读,Selected Readings of Western Philosophy,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,"开课学期为4,201411",,,,,,2.0,0.0,,,,,,,,,
HA5106,1.0,003,1.0,,1.0,中国哲学原著选读,Selected Readings in Original Book of Chinese Philosophy,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,"开课学期为4,201411",,,,,,2.0,0.0,,,,,,,,,
HA5107,1.0,003,1.0,,1.0,科学技术哲学,Philosophy of Science and Technology,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,"开课学期为4,201411",,,,,,2.0,0.0,,,,,,,,,
HA5108,1.0,004,1.0,,1.0,科学技术史,History of Science and Technology,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,,,48+0周,,,,,,"开课学期为2,201411",,,,,,2.0,0.0,,,,,,,,,
HA5110,1.0,004,1.0,,1.0,西方马克思主义,Western Marxist,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,48+0周,,,,,,"开课学期为5,201411",,,,,,1.0,0.0,,,,,,,,,
HA5111,1.0,004,1.0,,1.0,哲学专业外语,Professional English for Philosophy,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,"开课学期为5,201411",,,,,,1.0,0.0,,,,,,,,,
HA5112,1.0,004,1.0,,1.0,基础物理学,Basic Physics,,48.0,3.0,2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,48+0周,,,,,,"开课学期为5,201411",,,,,,1.0,0.0,,,,,,,,,
HA5113,1.0,004,1.0,,1.0,周易专题研究,Study on ZHOUYI,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,"开课学期为5,201411",,,,,,1.0,0.0,,,,,,,,,
HA5114,1.0,004,1.0,,1.0,道家专题研究,Monographic Study of Taoism,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,"开课学期为5,201411",,,,,,1.0,0.0,,,,,,,,,
HA5115,1.0,004,1.0,,1.0,儒家专题研究,Monographic Study of Confucianism,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,"开课学期为6,201411",,,,,,2.0,0.0,,,,,,,,,
HA5116,1.0,004,1.0,,1.0,佛家专题研究,Monographic Study of Buddhism,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,"开课学期为6,201411",,,,,,2.0,0.0,,,,,,,,,
HA5117,1.0,004,1.0,,1.0,生态哲学,Philosophy of Ecology,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,"开课学期为6,201411",,,,,,2.0,0.0,,,,,,,,,
HA5118,1.0,004,1.0,,1.0,信息哲学,The Philosophy of Information,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,"开课学期为6,201411",,,,,,2.0,0.0,,,,,,,,,
HA5119,1.0,004,1.0,,1.0,政治哲学,Political philosophy,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,"开课学期为7,201411",,,,,,1.0,0.0,,,,,,,,,
HA5120,1.0,004,1.0,,1.0,教育哲学,Philosophy of Education,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,"开课学期为7,201411",,,,,,1.0,0.0,,,,,,,,,
HA5121,1.0,004,1.0,,1.0,管理哲学,Management Philosophy,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,"开课学期为7,201411",,,,,,1.0,0.0,,,,,,,,,
HA5122,1.0,004,1.0,,1.0,人生哲学,Philosophy of Life,,32.0,2.0,2,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,32+0周,,,,,,"开课学期为8,201411",,,,,,2.0,0.0,,,,,,,,,
HA5123,1.0,004,1.0,,1.0,哲学专业论文写作,Thesis Writing for Philosophy,,16.0,1.0,2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,,,,,,16+0周,,,,,,"开课学期为8,201411",,,,,,2.0,0.0,,,,,,,,,
HA6100,1.0,005,2.0,,1.0,学年论文,Term Thesis,,0.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,,2.0,,,,,,0+4周,,,,,,"开课学期为5,201411",,,,,,1.0,0.0,,,,,,,,,
