学号_统一,生活_门禁刷卡总次数,生活_晚归异常次数,生活_网络使用累计时长,生活_单次网络平均使用时长
pjxyqxbk895,0.0,0.0,3684.08,526.2971428571428
pjxyqxbk898,0.0,0.0,1769.13,252.73285714285717
pjxyqxbk899,0.0,0.0,3769.11,538.4442857142857
pjxyqxbk900,2.0,0.0,2611.42,373.06
pjxyqxbk902,0.0,0.0,4844.7699999999995,692.1099999999999
pjxyqxbk903,0.0,0.0,4447.66,635.38
pjxyqxbk905,130.0,3.0,4034.08,576.2971428571428
pjxyqxbk907,2.0,0.0,2656.49,379.4985714285714
pjxyqxbk908,2.0,0.0,542.63,77.51857142857143
pjxyqxbk909,0.0,0.0,5479.6900000000005,782.8128571428572
pjxyqxbk910,0.0,0.0,3451.23,493.03285714285715
pjxyqxbk911,6.0,0.0,3473.01,496.14428571428573
pjxyqxbk915,0.0,0.0,2544.08,363.44
pjxyqxbk916,0.0,0.0,2700.43,385.7757142857143
pjxyqxbk918,0.0,0.0,861.21,123.03
pjxyqxbk923,0.0,0.0,2350.4,335.7714285714286
pjxyqxbk926,0.0,0.0,2287.12,326.7314285714286
pjxyqxbk927,0.0,0.0,2473.2200000000003,353.31714285714287
pjxyqxbk929,4.0,0.0,7158.66,894.8325
pjxyqxbk934,0.0,0.0,1658.29,236.89857142857142
pjxyqxbk935,0.0,0.0,2038.03,291.14714285714285
pjxyqxbk936,0.0,0.0,1677.9099999999999,239.70142857142855
pjxyqxbk937,3.0,0.0,3236.67,462.38142857142856
pjxyqxbk939,1.0,0.0,1033.69,147.67000000000002
pjxyqxbk941,1.0,0.0,3250.47,406.30875
pjxyqxbk943,1.0,0.0,4162.389999999999,594.6271428571428
pjxyqxbk945,2.0,0.0,3589.11,512.73
pjxyqxbk947,5.0,0.0,3224.01,460.5728571428572
pjxyqxbk950,0.0,0.0,2554.48,364.92571428571426
pjxyqxbk951,0.0,0.0,3635.99,519.4271428571428
pjxyqxbk953,0.0,0.0,1709.82,244.26
pjxyqxbk954,5.0,0.0,1139.02,162.71714285714285
pjxyqxbk957,92.0,1.0,3444.94,492.13428571428574
pjxyqxbk958,92.0,0.0,3158.98,451.28285714285715
pjxyqxbk961,2.0,0.0,2604.3,372.04285714285714
pjxyqxbk962,0.0,0.0,2143.46,306.2085714285714
pjxyqxbk965,0.0,0.0,3203.41,457.63
pjxyqxbk969,0.0,0.0,2328.77,332.68142857142857
pjxyqxbk971,0.0,0.0,3203.5299999999997,457.6471428571428
pjxyqxbk974,1.0,0.0,6234.43,890.6328571428572
pjxyqxbk978,0.0,0.0,3604.8,514.9714285714286
pjxyqxbk980,110.0,1.0,2817.28,402.46857142857147
pjxyqxbk981,2.0,0.0,5261.89,751.6985714285714
pjxyqxbk987,0.0,0.0,2274.83,324.9757142857143
pjxyqxbk991,8.0,0.0,1951.92,278.8457142857143
pjxyqxbk992,0.0,0.0,2707.87,386.8385714285714
pjxyqxbk993,0.0,0.0,2450.82,350.1171428571429
pjxyqxbk995,0.0,0.0,1978.31,282.61571428571426
pjxyqxbk997,0.0,0.0,6914.85,987.8357142857143
pjxyqxbl673,0.0,0.0,2040.49,291.49857142857144
pjxyqxbl677,0.0,0.0,1208.96,241.792
pjxyqxbl678,1.0,0.0,1406.84,468.94666666666666
pjxyqxbl684,1.0,0.0,1075.88,268.97
pjxyqxbl686,27.0,0.0,2173.31,310.47285714285715
pjxyqxbl687,0.0,0.0,4947.46,706.78
pjxyqxbl688,0.0,0.0,5496.030000000001,785.147142857143
pjxyqxbl699,6.0,0.0,1489.72,297.944
pjxyqxbl701,0.0,0.0,808.44,269.48
pjxyqxbl703,7.0,0.0,2369.28,338.46857142857147
pjxyqxbl704,37.0,0.0,1150.36,191.72666666666666
pjxyqxbl708,2.0,0.0,727.39,145.478
pjxyqxbl709,0.0,0.0,1654.17,275.695
pjxyqxbl710,0.0,0.0,2530.45,421.7416666666666
pjxyqxbl712,0.0,0.0,2801.98,466.99666666666667
pjxyqxbl713,4.0,0.0,1847.87,307.9783333333333
pjxyqxbl714,4.0,0.0,610.49,203.49666666666667
pjxyqxbl716,0.0,0.0,1217.76,405.92
pjxyqxbl717,23.0,0.0,2608.9700000000003,434.8283333333334
pjxyqxbl723,0.0,0.0,1283.3899999999999,427.7966666666666
pjxyqxbl724,2.0,0.0,4409.110000000001,629.8728571428572
pjxyqxbl727,13.0,0.0,2704.7,386.38571428571424
pjxyqxbl730,0.0,0.0,1374.19,229.03166666666667
pjxyqxbl731,0.0,0.0,1604.8799999999999,267.47999999999996
pjxyqxbl735,104.0,7.0,5472.85,781.8357142857143
pjxyqxbl736,0.0,0.0,3314.19,473.4557142857143
pjxyqxbl737,5.0,0.0,2003.7,286.24285714285713
pjxyqxbl738,0.0,0.0,1905.26,272.18
pjxyqxbl739,0.0,0.0,2811.23,401.6042857142857
pjxyqxbl742,0.0,0.0,1615.73,230.81857142857143
pjxyqxbl743,5.0,0.0,4037.81,576.83
pjxyqxbl745,1.0,0.0,6821.95,974.5642857142857
pjxyqxbl746,0.0,0.0,1572.51,196.56375
pjxyqxbl747,0.0,0.0,2951.98,421.7114285714286
pjxyqxbl750,0.0,0.0,5319.27,759.8957142857143
pjxyqxbl751,0.0,0.0,4492.53,641.79
pjxyqxbl752,0.0,0.0,6003.26,857.6085714285715
pjxyqxbl753,0.0,0.0,7093.57,1013.3671428571428
pjxyqxbl755,0.0,0.0,2169.31,309.90142857142854
pjxyqxbl757,0.0,0.0,4117.67,588.2385714285714
pjxyqxbl758,0.0,0.0,2461.2,351.59999999999997
pjxyqxbl759,1.0,0.0,3528.86,504.1228571428572
pjxyqxbl763,0.0,0.0,3312.09,473.1557142857143
pjxyqxbl765,0.0,0.0,840.45,120.06428571428572
pjxyqxbl766,355.0,8.0,1305.24,186.46285714285713
pjxyqxbl767,0.0,0.0,2659.94,379.99142857142857
pjxyqxbl768,4.0,0.0,2423.3900000000003,346.1985714285715
pjxyqxbl769,0.0,0.0,1977.4,282.4857142857143
pjxyqxbl774,1.0,0.0,2734.59,390.6557142857143
pjxyqxbl779,0.0,0.0,140.1,20.014285714285712
pjxyqxbl780,48.0,0.0,2741.52,391.6457142857143
pjxyqxbl781,1.0,0.0,2746.0699999999997,392.29571428571427
pjxyqxbl789,0.0,0.0,1583.16,226.1657142857143
pjxyqxbl793,0.0,0.0,3561.8199999999997,508.83142857142855
pjxyqxbl794,0.0,0.0,2970.29,424.32714285714286
pjxyqxbl796,0.0,0.0,3463.41,494.7728571428571
pjxyqxbl797,123.0,0.0,2971.43,424.48999999999995
pjxyqxbl804,20.0,0.0,2618.59,374.0842857142857
pjxyqxbl806,1.0,0.0,1885.1399999999999,269.30571428571426
pjxyqxbl807,0.0,0.0,2537.89,362.55571428571426
pjxyqxbl808,1.0,0.0,964.5799999999999,137.79714285714286
pjxyqxbl810,1.0,0.0,2515.52,359.36
pjxyqxbl812,0.0,0.0,4308.9400000000005,615.5628571428572
pjxyqxbl815,2.0,0.0,2089.91,298.5585714285714
pjxyqxbl816,0.0,0.0,3980.53,568.6471428571429
pjxyqxbl817,2.0,0.0,1418.88,202.69714285714286
pjxyqxbl821,0.0,0.0,3693.1,527.5857142857143
pjxyqxbl825,24.0,0.0,4595.08,656.4399999999999
pjxyqxbl826,18.0,0.0,2538.71,362.67285714285714
pjxyqxbl827,1.0,0.0,3378.37,482.6242857142857
pjxyqxbl830,0.0,0.0,3414.9700000000003,487.8528571428572
pjxyqxbl836,12.0,2.0,8641.98,1234.5685714285714
pjxyqxbl837,0.0,0.0,4560.28,651.4685714285714
pjxyqxbl839,11.0,0.0,2763.1800000000003,394.74000000000007
pjxyqxbl843,0.0,0.0,305.28000000000003,61.056000000000004
pjxyqxbl847,0.0,0.0,215.02,35.836666666666666
pjxyqxbl854,3.0,0.0,1639.27,234.18142857142857
pjxyqxbl857,0.0,0.0,6079.25,759.90625
pjxyqxbl858,2.0,0.0,5168.77,738.3957142857143
pjxyqxbl866,533.0,9.0,3873.73,553.39
pjxyqxbl867,6.0,0.0,2451.49,350.2128571428571
pjxyqxbl869,0.0,0.0,2378.28,339.75428571428574
pjxyqxbl872,0.0,0.0,2264.59,323.5128571428572
pjxyqxbl874,0.0,0.0,1943.17,277.5957142857143
pjxyqxbl876,324.0,6.0,4732.32,676.0457142857142
pjxyqxbl878,0.0,0.0,3056.61,436.65857142857146
pjxyqxbl879,4.0,0.0,1858.42,265.48857142857145
pjxyqxbl884,0.0,0.0,3613.54,516.22
pjxyqxbl886,4.0,0.0,3163.33,451.9042857142857
pjxyqxbl889,0.0,0.0,2149.39,307.05571428571426
pjxyqxbl891,6.0,0.0,3035.5,433.64285714285717
pjxyqxbl893,5.0,0.0,990.89,165.14833333333334
pjxyqxbl895,0.0,0.0,5423.85,774.8357142857143
pjxyqxbl896,0.0,0.0,2313.15,330.45
pjxyqxbl900,0.0,0.0,1245.3,177.9
pjxyqxbl904,9.0,0.0,2523.92,360.56
pjxyqxbl905,52.0,3.0,684.41,97.77285714285713
pjxyqxbl906,0.0,0.0,1237.2,176.74285714285716
pjxyqxbl907,0.0,0.0,2821.01,403.0014285714286
pjxyqxbl910,0.0,0.0,5601.96,800.28
pjxyqxbl911,0.0,0.0,2424.71,346.38714285714286
pjxyqxbl912,2.0,0.0,4262.34,608.9057142857143
pjxyqxbl913,5.0,0.0,2624.4700000000003,374.92428571428576
pjxyqxbl916,0.0,0.0,2548.6400000000003,364.0914285714286
pjxyqxbl918,0.0,0.0,2088.01,298.2871428571429
pjxyqxbl919,0.0,0.0,3151.1,450.15714285714284
pjxyqxbl921,0.0,0.0,2161.61,308.8014285714286
pjxyqxbl925,0.0,0.0,1499.23,214.1757142857143
pjxyqxbl927,8.0,0.0,1536.12,219.44571428571427
pjxyqxbl929,0.0,0.0,3575.09,510.7271428571429
pjxyqxbl930,0.0,0.0,4857.14,539.6822222222222
pjxyqxbl931,0.0,0.0,2032.52,290.36
pjxyqxbl934,4.0,0.0,4310.6900000000005,615.8128571428572
pjxyqxbl937,1.0,0.0,1202.98,171.8542857142857
pjxyqxbl939,44.0,0.0,2768.96,395.5657142857143
pjxyqxbl943,0.0,0.0,2677.41,382.4871428571428
pjxyqxbl945,0.0,0.0,1900.35,271.4785714285714
pjxyqxbl946,9.0,0.0,1547.06,221.00857142857143
pjxyqxbl950,1.0,0.0,6549.84,935.6914285714286
pjxyqxbl952,1.0,0.0,2071.59,295.9414285714286
pjxyqxbl954,2.0,0.0,461.57,65.93857142857142
pjxyqxbl955,1.0,0.0,1124.8600000000001,160.69428571428574
pjxyqxbl957,19.0,0.0,2686.74,383.82
pjxyqxbl962,6.0,0.0,2818.51,402.64428571428573
pjxyqxbl963,13.0,0.0,1617.87,231.1242857142857
pjxyqxbl964,106.0,20.0,2713.06,387.58
pjxyqxbl965,0.0,0.0,1500.23,214.31857142857143
pjxyqxbl966,1.0,0.0,3280.15,468.59285714285716
pjxyqxbl969,0.0,0.0,6521.12,931.5885714285714
pjxyqxbl970,0.0,0.0,1784.65,254.95000000000002
pjxyqxbl975,2.0,0.0,5271.93,753.1328571428572
pjxyqxbl980,0.0,0.0,4414.72,630.6742857142857
pjxyqxbl982,0.0,0.0,1826.37,260.90999999999997
pjxyqxbl984,59.0,0.0,327.59,46.79857142857143
pjxyqxbl985,0.0,0.0,5482.0,783.1428571428571
pjxyqxbl987,0.0,0.0,3485.87,497.9814285714286
pjxyqxbl988,2.0,0.0,3094.04,442.0057142857143
pjxyqxbl989,0.0,0.0,2629.71,375.67285714285714
pjxyqxbl990,0.0,0.0,6531.389999999999,933.0557142857142
pjxyqxbl991,0.0,0.0,5092.5,727.5
pjxyqxbl992,9.0,0.0,2953.48,421.92571428571426
pjxyqxbl993,0.0,0.0,2115.19,302.17
pjxyqxbl996,0.0,0.0,5500.73,785.8185714285713
pjxyqxbl999,1.0,0.0,2459.99,351.4271428571428
