XH(学号),YDRQ(异动日期),YDLBDM(异动类别代码),YDLBDM(异动类别代码)_含义,YDYYDM(异动原因代码),YDYYDM(异动原因代码)_含义,SPRQ(审批日期),YYXDM(原院系代码),YZYDM(原专业代码),YZYFXDM(原专业方向代码),YNJ(原年级),XYXDM(现院系代码),XZYDM(现专业代码),XZYFXDM(现专业方向代码),XNJ(现年级),SFZX(是否在校),SFZX(是否在校)_含义,YDSM(异动说明),YXZ(原学制),YXZ(原学制)_含义,XBH(现班号),BY1(生效日期),BY2(备用),SFSCXKJG(是否删除选课结果),SFTBPYFA(是否同步培养方案),SFTBPYFA(是否同步培养方案)_含义
pjxyqwbk734,,4,转专业,6,专业分流,2022-08-16 16:12:34,1103,0301,03011,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003014网,2022-08-16,,0.0,1,休学
pjxuqwbj830,,13,延长学制,14,死亡,2024-07-10 10:24:57,1104,0403,,2020,,,,2021.0,,,,4.0,转专业,2104031,2024-07-10,,0.0,0,0
pjxrqxbj930,,4,转专业,6,专业分流,2022-07-11 10:34:35,1107,0791,,2020,1107.0,0701,07011,2020.0,,,,4.0,转专业,2007011,2022-07-11,,0.0,1,休学
pjxyqwbk869,,16,班级异动,20,班级异动,2022-04-28 14:51:30,1120,2003,,2020,1120.0,2003,2003,2020.0,,,添加专业方向,4.0,转专业,2020032,2022-04-28,,0.0,1,休学
pjxpqxbj932,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:30:36,2321,202006,,2020,1109.0,0991,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,209601,2021-07-16,,0.0,1,休学
pjxxxxbj944,,18,学院异动,31,学籍从书院转入学院,2021-07-16 16:55:51,2321,9291,92910,2020,1101.0,0101,01901,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2001911,2021-07-16,,0.0,1,休学
pjxyqxbk047,,16,班级异动,20,班级异动,2022-04-03 12:30:56,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-15,4.0,转专业,2002015,2022-04-03,,0.0,0,0
pjxyqwbk617,,16,班级异动,20,班级异动,2022-07-11 22:45:09,1103,0301,03018,2020,1103.0,0301,03011,2020.0,,,分流,4.0,转专业,2003012,2022-07-11,,1.0,1,休学
pjxyqxbj129,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:18:07,2320,9192,91929,2020,1103.0,0301,03091,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2003019,2021-07-16,,0.0,1,休学
pjxyqwbj261,,4,转专业,6,专业分流,2022-08-20 15:43:12,1103,0301,03012,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003014软,2022-08-20,,0.0,1,休学
pjxyqxbj636,,11,留级,13,延长学制,2022-10-11 09:23:17,1101,0104,,2020,1101.0,0104,,2021.0,,,,4.0,转专业,2101041,2022-10-11,,0.0,1,休学
pjxqqxbj977,,4,转专业,6,专业分流,2021-03-29 14:58:21,2320,202005,,2020,1108.0,0803,,2020.0,,,,4.0,转专业,2008031,2021-03-26,,0.0,1,休学
pjxqzxbj996,,18,学院异动,31,学籍从书院转入学院,2021-07-16 09:24:21,2320,9191,,2020,1108.0,0801,08011,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2008011,2021-07-16,,0.0,1,休学
pjxyqwbk604,,4,转专业,6,专业分流,2022-08-20 10:04:17,1103,0305,03052,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003053W,2022-08-20,,0.0,1,休学
pjxrqxbj894,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:22:36,2320,202007,,2020,1107.0,0791,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,209701,2021-07-16,,0.0,1,休学
pjxyqxbl927,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:40:20,2321,9295,,2020,1105.0,0504,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2005049,2021-07-16,,0.0,1,休学
pjxyqwbj469,,4,转专业,6,专业分流,2022-08-20 15:43:12,1103,0301,03012,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003014软,2022-08-20,,0.0,1,休学
pjxyqxbj955,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:44:26,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxuqwbj937,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:45:08,2321,9292,92928,2020,1102.0,0201,02018,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2002018,2021-07-16,,0.0,1,休学
pjxyqxbj694,,16,班级异动,20,班级异动,2022-04-03 12:14:46,1102,0201,,2020,1102.0,0201,02011,2020.0,,,2022403,4.0,转专业,2002011,2022-04-03,,0.0,0,0
pjxuqwbj545,,15,出国交流,18,学院异动,2023-10-09 10:18:21,1104,0402,,2020,1104.0,0402,,2020.0,0.0,0.0,本字【2023】171号,4.0,转专业,2004021,2023-10-09,,0.0,1,休学
pjxyqxbl872,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:33:47,1105,0503,,2020,529.0,2902,,2020.0,,,1111,4.0,转专业,2005031,2022-07-12,,0.0,1,休学
pjxsqxbj867,,18,学院异动,31,学籍从书院转入学院,2021-07-16 17:33:38,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006913,2021-07-16,,0.0,1,休学
pjxwzxkj989,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:56:02,2321,9292,92929,2020,1102.0,0201,02019,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2002019,2021-07-16,,0.0,1,休学
pjxuqwbj585,,16,班级异动,20,班级异动,2022-08-16 18:21:35,1104,0403,,2020,1104.0,0403,,2020.0,,,分班,4.0,转专业,2004032,2022-08-16,,0.0,1,休学
pjxsqxbj920,,18,学院异动,31,学籍从书院转入学院,2021-07-16 17:30:41,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006912,2021-07-16,,0.0,1,休学
pjxyqwbj455,,4,转专业,6,专业分流,2022-08-20 13:12:14,1103,0301,0301X,2020,1103.0,0301,0301X,2020.0,,,分流,4.0,转专业,2003012数,2022-08-20,,0.0,1,休学
pjxrqxbj918,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:19:23,2320,9196,91969,2020,1107.0,0701,07018,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2007019,2021-07-16,,0.0,1,休学
pjxyqxbk452,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:42:51,2321,9291,92918,2020,1101.0,0101,01018,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2001018,2021-07-16,,0.0,1,休学
pjxyqwbj367,,11,留级,13,延长学制,2022-09-02 15:45:11,1120,2001,,2020,1120.0,2001,20016,2021.0,,,,4.0,转专业,2120011,2022-09-02,,0.0,1,休学
pjxwzxbj989,,16,班级异动,20,班级异动,2022-04-03 12:30:57,1102,0201,02011,2020,1102.0,0201,02011,2020.0,,,20220403-15,4.0,转专业,2002015,2022-04-03,,0.0,0,0
pjxyqxbj207,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:56:01,2321,9292,92929,2020,1102.0,0201,02019,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2002019,2021-07-16,,0.0,1,休学
pjxsqxbj995,,4,转专业,6,专业分流,2022-08-20 10:04:17,1103,0305,03052,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003053W,2022-08-20,,0.0,1,休学
pjxyqwbj913,,4,转专业,5,保留学籍,2020-09-18 18:16:07,2320,202002,,2020,2320.0,9197,91979,2020.0,,,2020202110007教学改革试点班选拔2020级,,,2020039,2020-09-18,,,0,0
pjxsqxbj994,,18,学院异动,31,学籍从书院转入学院,2021-07-16 17:29:00,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006911,2021-07-16,,0.0,1,休学
pjxyqxbk905,,4,转专业,5,保留学籍,2020-09-18 18:31:09,2321,202001,,2020,2321.0,9291,92919,2020.0,,,2020202110007教学改革试点班选拔2020级,,,2001019,2020-09-18,,,0,0
pjxyqwbj971,,4,转专业,6,专业分流,2022-08-20 16:48:33,1103,0301,03017,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003014网,2022-08-20,,0.0,1,休学
pjxwxxbj967,,18,学院异动,31,学籍从书院转入学院,2021-07-16 17:03:07,2321,9292,92920,2020,1102.0,0201,02016,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2002911,2021-07-16,,0.0,1,休学
pjxrqxbj944,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:19:23,2320,9196,91969,2020,1107.0,0701,07018,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2007019,2021-07-16,,0.0,1,休学
pjxxxxbj911,,18,学院异动,31,学籍从书院转入学院,2021-07-16 16:55:51,2321,9291,92910,2020,1101.0,0101,01901,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2001911,2021-07-16,,0.0,1,休学
pjxyqxbk549,,4,转专业,5,保留学籍,2020-09-18 20:56:57,2321,202001,,2020,2321.0,9292,92929,2020.0,,,2020202110007教学改革试点班选拔2020级,,,2002019,2020-09-18,,,0,0
pjxyqxbk722,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:57:56,1105,0501,05019,2020,529.0,2901,29018,2020.0,,,1111,4.0,转专业,2005019,2022-07-12,,0.0,1,休学
pjxyqwbj622,,4,转专业,6,专业分流,2022-08-12 17:42:36,1103,0301,03011,2020,1103.0,0301,0301X,2020.0,,,分流,4.0,转专业,2003012数,2022-08-12,,0.0,1,休学
pjxyqwbj658,,4,转专业,6,专业分流,2022-08-20 15:43:12,1103,0301,03012,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003014软,2022-08-20,,0.0,1,休学
pjxyqwbj348,,4,转专业,6,专业分流,2022-08-12 15:37:08,1103,0305,,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003052云,2022-08-12,,0.0,1,休学
pjxyqwbk572,,4,转专业,6,专业分流,2022-08-20 10:04:17,1103,0305,03052,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003053W,2022-08-20,,0.0,1,休学
pjxuqwbj600,,16,班级异动,20,班级异动,2022-08-16 18:21:35,1104,0403,,2020,1104.0,0403,,2020.0,,,分班,4.0,转专业,2004032,2022-08-16,,0.0,1,休学
pjxsqxbj894,,4,转专业,6,专业分流,2022-06-27 19:32:35,1106,0691,,2020,1106.0,0601,,2020.0,,,,4.0,转专业,2006011,2022-06-27,,0.0,1,休学
pjxyqxbk325,,16,班级异动,20,班级异动,2022-04-03 12:27:34,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-14,4.0,转专业,2002014,2022-04-03,,0.0,0,0
pjxyqwbj991,,16,班级异动,20,班级异动,2022-04-28 15:01:31,1120,2003,,2020,1120.0,2003,2003,2020.0,,,添加专业方向,4.0,转专业,2020031,2022-04-28,,0.0,1,休学
pjxyqwbj941,,4,转专业,5,保留学籍,2020-09-18 21:54:13,2320,202002,,2020,2320.0,9192,91929,2020.0,,,2020202110005拔尖班选拔2020级,,,2003019,2020-09-18,,,0,0
pjxyqwbk871,,4,转专业,6,专业分流,2022-08-20 16:09:35,1103,0301,03017,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003012网,2022-08-20,,0.0,1,休学
pjxyqwbk622,,4,转专业,6,专业分流,2022-08-12 15:54:32,1103,0305,03051,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003053云,2022-08-12,,0.0,1,休学
pjxyqwbj283,,4,转专业,6,专业分流,2022-08-12 15:37:08,1103,0305,03051,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003052云,2022-08-12,,0.0,1,休学
pjxyqxbj052,,4,转专业,6,专业分流,2022-08-12 15:26:35,1103,0305,03051,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003051云,2022-08-12,,0.0,1,休学
pjxyqwbj856,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:36:10,2320,9197,91979,2020,1120.0,2003,20039,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2020039,2021-07-16,,0.0,1,休学
pjxyqxbk662,,16,班级异动,20,班级异动,2022-04-03 12:22:21,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-13,4.0,转专业,2002013,2022-04-03,,0.0,0,0
pjxyqxbl716,,13,延长学制,14,死亡,2024-07-10 10:54:03,1101,0105,,2020,,,,2021.0,,,,4.0,转专业,2101052,2024-07-10,,0.0,0,0
pjxrqxbj928,,4,转专业,6,专业分流,2022-07-11 10:42:10,1107,0791,,2020,1107.0,0702,,2020.0,,,,4.0,转专业,2007021,2022-07-11,,0.0,1,休学
pjxyqxbk775,,13,延长学制,14,死亡,2024-05-15 17:07:03,1102,0201,02011,2020,,,,2021.0,,,,4.0,转专业,2102013,2024-05-15,,0.0,0,0
pjxyqxbk198,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:31:54,1105,0505,,2020,528.0,2801,,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxxzxkj991,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:52:51,2321,9291,92919,2020,1101.0,0101,01019,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2001019,2021-07-16,,0.0,1,休学
pjxyqxbk217,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:28:57,1105,0506,,2020,528.0,2802,,2020.0,,,1111,4.0,转专业,2005061,2022-07-12,,0.0,1,休学
pjxsqxbj944,,18,学院异动,31,学籍从书院转入学院,2021-07-16 17:30:41,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006912,2021-07-16,,0.0,1,休学
pjxuqwbj739,,4,转专业,5,保留学籍,2020-09-18 21:05:58,2320,202003,,2020,2321.0,9292,92928,2020.0,,,2020202110006zy班选拔2020级,,,2002018,2020-09-18,,,0,0
pjxyqxbk722,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:57:56,2321,9293,92939,2020,1105.0,0501,05019,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2005019,2021-07-16,,0.0,1,休学
pjxyqxbj754,,16,班级异动,20,班级异动,2022-07-11 17:10:38,2323,202101,,2021,529.0,2902,,2021.0,,,1111,4.0,转专业,2105031,2022-07-11,,0.0,1,休学
pjxyqwbj366,,4,转专业,6,专业分流,2022-08-16 15:47:54,1103,0301,03011,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003012网,2022-08-16,,0.0,1,休学
pjxyqxbj337,,16,班级异动,20,班级异动,2022-04-03 12:18:54,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-12,4.0,转专业,2002012,2022-04-03,,0.0,0,0
pjxyqxbk079,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:49:21,2321,92902,92908,2020,1114.0,1402,14028,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2014028,2021-07-16,,0.0,1,休学
pjxuqwbj511,,11,留级,13,延长学制,2022-04-25 16:33:00,1104,0405,,2020,2325.0,202103,,2021.0,,,,4.0,转专业,219301,2022-04-25,,0.0,1,休学
pjxyqxbj683,,16,班级异动,20,班级异动,2022-07-11 17:14:13,2323,202101,,2021,528.0,2801,,2021.0,,,1111,4.0,转专业,2111051,2022-07-11,,0.0,1,休学
pjxsqxbj843,,4,转专业,6,专业分流,2022-06-27 19:58:46,1106,0691,,2020,1106.0,0605,,2020.0,,,,4.0,转专业,2006051,2022-06-27,,0.0,1,休学
pjxyqwbj625,,4,转专业,6,专业分流,2022-08-20 10:25:24,1103,0305,03050,2020,1103.0,0305,03050,2020.0,,,分流,4.0,转专业,2003053嵌,2022-08-20,,0.0,1,休学
pjxyqxbk331,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:02:22,2321,9290,92909,2020,1114.0,1401,14019,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2014019,2021-07-16,,0.0,1,休学
pjwtqxbj946,,4,转专业,5,保留学籍,2022-07-13 15:48:23,1115,1502,,2020,1115.0,101011T,,2020.0,,,,4.0,转专业,2015031,2022-07-13,,0.0,1,休学
pjxyqwbj961,,4,转专业,6,专业分流,2022-08-20 11:55:44,1103,0305,03056,2020,1103.0,0305,03056,2020.0,,,分流,4.0,转专业,2003053云,2022-08-20,,0.0,1,休学
pjxyqwbj640,,4,转专业,6,专业分流,2022-08-20 16:48:33,1103,0301,03017,2020,1103.0,0301,03017,2020.0,,,分流,4.0,转专业,2003014网,2022-08-20,,0.0,1,休学
pjxuqwbj783,,16,班级异动,20,班级异动,2022-08-16 18:21:34,1104,0403,,2020,1104.0,0403,,2020.0,,,分班,4.0,转专业,2004032,2022-08-16,,0.0,1,休学
pjxyqxbj777,,16,班级异动,20,班级异动,2022-04-03 12:14:46,1102,0201,,2020,1102.0,0201,02011,2020.0,,,2022403,4.0,转专业,2002011,2022-04-03,,0.0,0,0
pjxyqxbl699,,16,班级异动,20,班级异动,2022-04-03 12:30:57,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-15,4.0,转专业,2002015,2022-04-03,,0.0,0,0
pjxyqwbk537,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:18:07,2320,9192,91929,2020,1103.0,0301,03091,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2003019,2021-07-16,,0.0,1,休学
pjxsqxbj994,,4,转专业,6,专业分流,2022-06-27 20:16:59,1106,0691,,2020,1106.0,0612,,2020.0,,,,4.0,转专业,2006121,2022-06-27,,0.0,1,休学
pjxpqxbj979,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:36:58,2321,9296,,2020,1109.0,0902,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2009021,2021-07-16,,0.0,1,休学
pjxyqwbj486,,4,转专业,6,专业分流,2022-08-20 13:04:27,1103,0301,0301X,2020,1103.0,0301,0301X,2020.0,,,分流,4.0,转专业,2003011数,2022-08-20,,0.0,1,休学
pjxrqxbj951,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:22:36,2320,202007,,2020,1107.0,0791,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,209701,2021-07-16,,0.0,1,休学
pjxyqxbj638,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:31:52,1105,0505,,2020,528.0,2801,,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqxbk183,,16,班级异动,20,班级异动,2022-04-03 12:27:34,1102,0201,,2020,1102.0,0201,02011,2020.0,,,20220403-14,4.0,转专业,2002014,2022-04-03,,0.0,0,0
pjxyqwbj929,,4,转专业,6,专业分流,2022-08-16 11:53:45,1103,0301,03011,2020,1103.0,0301,03012,2020.0,,,分流,4.0,转专业,2003012软,2022-08-16,,0.0,1,休学
pjxyqwbk647,,4,转专业,6,专业分流,2022-08-12 11:33:53,1103,0305,03052,2020,1103.0,0305,03052,2020.0,,,分流,4.0,转专业,2003053W,2022-08-12,,0.0,1,休学
pjxyqxbj271,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:44:27,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxqqxbj974,,4,转专业,6,专业分流,2021-03-29 14:50:11,2320,202005,,2020,1108.0,0802,,2020.0,,,,4.0,转专业,2008021,2021-03-26,,0.0,1,休学
pjxyqwbj930,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:02:22,2321,9290,92909,2020,1114.0,1401,14019,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2014019,2021-07-16,,0.0,1,休学
pjxyqxbk491,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:52:50,2321,9291,92919,2020,1101.0,0101,01019,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2001019,2021-07-16,,0.0,1,休学
pjxyqxbj718,,4,转专业,6,专业分流,2022-07-11 17:35:13,2323,202101,,2021,1116.0,1603,,2021.0,,,降级后重新进入学院,4.0,转专业,2116031,2022-07-11,,0.0,1,休学
pjxyqxbj015,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:24:51,1105,0504,,2020,528.0,2803,,2020.0,,,1111,4.0,转专业,2005049,2022-07-12,,0.0,1,休学
pjxsqxbj892,,18,学院异动,31,学籍从书院转入学院,2021-07-16 11:53:59,2320,202004,,2020,1106.0,0691,,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2006914,2021-07-16,,0.0,1,休学
pjxyqwbj356,,4,转专业,6,专业分流,2022-08-20 13:17:22,1103,0301,0301X,2020,1103.0,0301,0301X,2020.0,,,分流,4.0,转专业,2003013数,2022-08-20,,0.0,1,休学
pjxrqxbj963,,4,转专业,6,专业分流,2022-07-11 10:34:36,1107,0791,,2020,1107.0,0701,07011,2020.0,,,,4.0,转专业,2007011,2022-07-11,,0.0,1,休学
pjxyqxbk632,,18,学院异动,31,学籍从书院转入学院,2022-07-12 18:49:04,1105,0501,05011,2020,529.0,2901,29011,2020.0,,,1111,4.0,转专业,,2022-07-12,,0.0,1,休学
pjxyqwbj356,,4,转专业,6,专业分流,2022-08-12 17:48:53,1103,0301,03011,2020,1103.0,0301,0301X,2020.0,,,分流,4.0,转专业,2003012数,2022-08-12,,0.0,1,休学
pjxyqxbl688,,11,留级,13,延长学制,2022-10-11 11:35:35,528,2801,,2020,528.0,2801,,2021.0,,,,4.0,转专业,2111052,2022-10-11,,0.0,1,休学
pjxxxxbj932,,18,学院异动,31,学籍从书院转入学院,2021-07-16 16:55:51,2321,9291,92910,2020,1101.0,0101,01901,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2001911,2021-07-16,,0.0,1,休学
pjxsqxbj885,,4,转专业,6,专业分流,2022-06-27 20:13:00,1106,0691,,2020,1106.0,0611,,2020.0,,,,4.0,转专业,2006111,2022-06-27,,0.0,1,休学
pjxrqxbj996,,4,转专业,5,保留学籍,2021-09-03 17:23:50,1107,0791,,2020,1116.0,1602,16029,2020.0,,,20212022100012020级x空间科学实验班学生选拔,,,2016029,2021-09-03,,,0,0
pjxyqwbj159,,4,转专业,6,专业分流,2022-08-20 10:57:46,1103,0305,,2020,1103.0,0305,03055,2020.0,,,分流,4.0,转专业,2003053网,2022-08-20,,0.0,1,休学
pjxyqxbj648,,16,班级异动,20,班级异动,2022-04-03 12:14:47,1102,0201,,2020,1102.0,0201,02011,2020.0,,,2022403,4.0,转专业,2002011,2022-04-03,,0.0,0,0
pjwtqxbj967,,4,转专业,5,保留学籍,2021-07-12 09:25:08,2320,202008,,2020,1118.0,1803,18039,2020.0,,,网络空间安全实验班选拔后学籍异动,,,2018039,2021-07-12,,,0,0
pjxyqxbk900,,18,学院异动,31,学籍从书院转入学院,2021-07-16 10:56:01,2321,9292,92929,2020,1102.0,0201,02019,2020.0,,,根据书院制学生管理规定，2020级学生第一学年学习完成后，学籍从书院转入学院。,4.0,转专业,2002019,2021-07-16,,0.0,1,休学
