KS_XH(学号),KS_YYJB(语言级别),KS_CJ(成绩)
pjxyqwbj073,2,409.0
pjwuzxbj995,2,404.0
pjxyqwbj072,2,472.0
pjxyqxbk415,2,439.0
pjxxxxbj923,2,407.0
pjxxxxbj922,2,472.0
pjxyqwbk562,2,409.0
pjxyqwbj069,2,461.0
pjxyqxbk411,2,432.0
pjxuqwbj632,2,386.0
pjxyqwbj515,2,568.0
pjxuqwbj723,2,465.0
pjxuqwbj724,2,501.0
pjxyqxbj131,2,597.0
pjxyqwbj518,2,493.0
pjxrqxbj943,2,591.0
pjxyqxbj132,2,308.0
pjxuqwbj721,2,540.0
pjxyqwbj557,2,404.0
pjxyqxbk941,2,416.0
pjxyqxbk937,2,442.0
pjxxxxbj963,2,506.0
pjxsqxbj849,2,562.0
pjwrqxbj994,2,454.0
pjxyqwbj164,2,461.0
pjxsqxbj984,2,406.0
pjxyqxbk549,2,466.0
pjxsqxbj851,2,560.0
pjxyqxbk556,2,337.0
pjxwxxbj946,2,473.0
pjxyqwbj166,2,470.0
pjxqzxbj983,2,320.0
pjxyqxbk535,2,316.0
pjwrqxbj993,2,445.0
pjxyqwbj146,2,452.0
pjxqqxbj964,2,413.0
pjxyqxbk543,2,461.0
pjxsqxbj989,2,0.0
pjxuqwbj583,2,579.0
pjxyqwbj104,2,341.0
pjxyqxbk533,2,500.0
pjxqqxbj981,2,389.0
pjxyqxbj361,2,506.0
pjxyqxbj370,2,363.0
pjxyqxbj312,2,489.0
pjxyqwbj624,2,410.0
pjxuqwbj778,2,352.0
pjxwzxfj993,2,0.0
pjxyqwbj611,2,463.0
pjxyqxbj279,2,440.0
pjxuqwbj552,2,478.0
pjxyqxbl945,2,574.0
pjxuqwbj470,2,384.0
pjxyqxbl747,2,473.0
pjxyqxbl768,2,443.0
pjxyqxbl746,2,441.0
pjxyqxbl758,2,377.0
pjxyqxbl757,2,367.0
pjxyqxbl763,2,0.0
pjxyqxbl769,2,388.0
pjxyqwbk540,2,449.0
pjxyqxbk945,2,499.0
pjxyqwbj384,2,478.0
pjxyqxbk935,2,470.0
pjxxxxbj966,2,441.0
pjxyqxbk939,2,455.0
pjxyqxbk918,2,354.0
pjxyqxbk915,2,426.0
pjxyqxbk916,2,310.0
pjxyqxbk911,2,381.0
pjxyqwbj375,2,382.0
pjxyqxbk908,2,499.0
pjxyqxbk907,2,484.0
pjxyqxbk551,2,359.0
pjxuqwbj582,2,398.0
pjxyqxbk552,2,494.0
pjxxxxbj944,2,296.0
pjxyqwbj092,2,448.0
pjxyqxbk484,2,440.0
pjxyqwbj149,2,449.0
pjxrqxbj898,2,393.0
pjxyqxbk530,2,404.0
pjxyqxbj282,2,335.0
pjxyqxbj280,2,448.0
pjxyqwbj605,2,382.0
pjxuqwbj774,2,451.0
pjxyqxbj278,2,347.0
pjxsqxbj877,2,450.0
pjxyqwbj642,2,368.0
pjxyqwbj640,2,521.0
pjxsqxbj880,2,482.0
pjxyqxbl745,2,412.0
pjxyqwbk544,2,539.0
pjxyqwbk542,2,355.0
pjxyqxbl750,2,479.0
pjxuqwbj474,2,513.0
pjxuqwbj473,2,394.0
pjxsqxbj840,2,478.0
pjxyqxbl752,2,486.0
pjxuqwbj472,2,433.0
pjxyqxbl780,2,497.0
pjxyqxbl759,2,536.0
pjxyqxbl766,2,394.0
pjxuqwbj659,2,438.0
pjxyqwbj369,2,387.0
pjxwxxbj964,2,521.0
pjxyqxbk902,2,431.0
pjxyqxbk527,2,513.0
pjxyqwbj366,2,534.0
pjxyqxbk898,2,477.0
pjxyqxbk895,2,402.0
pjxrqxbj928,2,455.0
pjxrqxbj901,2,553.0
pjxyqxbk531,2,427.0
pjxyqxbk528,2,420.0
pjxsqxbj995,2,578.0
pjxsqxbj994,2,573.0
pjxyqxbk525,2,427.0
pjxyqwbj098,2,0.0
pjxqqxbj961,2,408.0
pjxyqxbk469,2,411.0
pjwrqxbj991,2,459.0
pjxyqwbj139,2,0.0
pjxyqwbj101,2,439.0
pjxyqxbj253,2,464.0
pjxyqwbj582,2,428.0
pjxyqxbj262,2,439.0
pjxuqwbj460,2,360.0
pjxyqxbl724,2,326.0
pjxyqwbk527,2,559.0
pjxyqwbk531,2,500.0
pjxyqxbl717,2,495.0
pjxyqwbj073,2,469.0
pjxuqwbj632,2,346.0
pjxuqwbj552,2,515.0
pjxuqwbj551,2,430.0
pjxyqxbl768,2,429.0
pjxyqxbl758,2,438.0
pjxyqxbj415,2,419.0
pjxyqxbj418,2,420.0
pjxyqxbj909,2,410.0
pjxrqxbj996,2,542.0
pjxyqwbj941,2,540.0
pjxyqxbj862,2,543.0
pjxyqwbk621,2,466.0
pjxyqxbj633,2,441.0
pjxyqwbk618,2,465.0
pjxyqxbl839,2,499.0
pjxyqwbk615,2,469.0
pjxyqxbl836,2,363.0
pjxyqwbk620,2,427.0
pjxyqwbk608,2,401.0
pjxyqwbk607,2,468.0
pjxqqxbj949,2,472.0
pjxyqxbl830,2,458.0
pjxyqxbl703,2,412.0
pjxyqxbl701,2,452.0
pjxyqwbk523,2,420.0
pjxyqwbk529,2,449.0
pjxyqxbl699,2,0.0
pjxyqxbl708,2,331.0
pjxyqxbl713,2,360.0
pjxyqwbk521,2,0.0
pjxyqxbj102,2,411.0
pjxyqwbj988,2,437.0
pjxyqwbj744,2,395.0
pjxyqxbj043,2,464.0
pjxyqwbj435,2,515.0
pjxyqxbj018,2,379.0
pjxyqxbj029,2,452.0
pjxyqxbk140,2,451.0
pjxyqxbl828,2,479.0
pjxyqwbk604,2,391.0
pjxyqwbk603,2,453.0
pjxyqxbl827,2,444.0
pjxyqwbk668,2,297.0
pjxyqwbk662,2,421.0
pjxyqwbk664,2,455.0
pjxyqxbl794,2,482.0
pjxuqwbj454,2,416.0
pjxyqwbk509,2,448.0
pjxyqxbl716,2,385.0
pjwtqxbj914,2,337.0
pjxwzxbj997,2,407.0
pjxxzxbj995,2,366.0
pjwtqxbj913,2,306.0
pjxwzxbj996,2,444.0
pjxyqwbj739,2,447.0
pjwrqxbj983,2,442.0
pjxyqxbj496,2,443.0
pjxyqwbj713,2,491.0
pjxyqxbj483,2,383.0
pjxyqxbj485,2,456.0
pjxyqxbj007,2,418.0
pjxyqxbj006,2,386.0
pjxyqwbj412,2,378.0
pjxyqxbj002,2,403.0
pjxyqwbj410,2,373.0
pjxwxxbj972,2,425.0
pjxyqxbk992,2,410.0
pjxyqxbk991,2,
pjxyqwbj407,2,383.0
pjxyqxbl825,2,436.0
pjxsqxbj810,2,315.0
pjxyqxbl826,2,386.0
pjxyqwbk594,2,424.0
pjxyqxbl817,2,355.0
pjxyqwbk595,2,421.0
pjxyqxbl821,2,559.0
pjxyqwbk585,2,355.0
pjxyqxbl730,2,415.0
pjxyqxbl686,2,397.0
pjxtztbj987,2,313.0
pjxxzxbj998,2,468.0
pjwqzwbj998,2,338.0
pjxuqwbj446,2,484.0
pjxyqwbk519,2,415.0
pjxyqwbk514,2,505.0
pjxyqxbj729,2,521.0
pjxsqxbj888,2,393.0
pjxyqxbj541,2,463.0
pjxyqxbl731,2,425.0
pjxwxxbj981,2,342.0
pjwtqxbj967,2,408.0
pjwtqxbj965,2,401.0
pjxyqwbj393,2,
pjxyqxbk961,2,449.0
pjxyqxbk957,2,420.0
pjxyqxbl815,2,470.0
pjxxzxkj983,2,435.0
pjxrqxbj969,2,407.0
pjxuqwbj477,2,388.0
pjxyqxbl810,2,414.0
pjxqqxbj954,2,258.0
pjxyqxbl806,2,306.0
pjxyqxbl808,2,416.0
pjxyqwbk754,2,511.0
pjxyqwbk577,2,481.0
pjxsqxbj789,2,417.0
pjxyqwbk578,2,382.0
pjxyqxbj728,2,495.0
pjxyqxbj726,2,387.0
pjxyqxbj714,2,547.0
pjxyqxbj712,2,468.0
pjxyqxbj724,2,544.0
pjxyqwbj859,2,558.0
pjxyqwbj864,2,395.0
pjxyqwbj508,2,564.0
pjxyqwbj500,2,
pjxyqwbj486,2,402.0
pjxuqwbj565,2,489.0
pjwrqxbj994,2,420.0
pjxyqxbj978,2,414.0
pjxyqxbj981,2,
pjxyqxbj973,2,368.0
pjxyqxbj469,2,391.0
pjxyqwbj993,2,399.0
pjxyqxbj464,2,517.0
pjxyqwbj710,2,403.0
pjxyqwbj203,2,375.0
pjxqqxbj967,2,
pjxyqxbj519,2,510.0
pjxyqxbk167,2,370.0
pjxxzxkj991,2,384.0
pjxyqwbk575,2,402.0
pjxyqwbk572,2,318.0
pjxyqxbl797,2,474.0
pjxyqxbl796,2,365.0
pjxyqxbk549,2,422.0
pjxqqxbj964,2,479.0
pjxyqwbj104,2,385.0
pjxyqxbk484,2,453.0
pjxyqxbk531,2,384.0
pjxqqxbj961,2,427.0
pjwtqxbj974,2,471.0
pjxyqxbj980,2,415.0
pjxyqxbk369,2,502.0
pjxwxxbj993,2,300.0
pjwtqxbj979,2,474.0
pjxyqxbj512,2,457.0
pjxyqwbk772,2,469.0
pjwtqxbj918,2,306.0
pjxyqxbj537,2,382.0
pjxsqxbj965,2,423.0
pjwrqxbj965,2,485.0
pjxyqxbl904,2,370.0
pjxyqwbk922,2,490.0
pjxyqxbl895,2,426.0
pjxuqwbj491,2,396.0
pjxyqxbl893,2,454.0
pjxyqwbk679,2,298.0
pjxyqwbk678,2,424.0
pjwrqxbj932,2,488.0
pjxyqxbk194,2,338.0
pjxxxxbj904,2,375.0
pjwrqxbj991,2,402.0
pjxuqwbj993,2,456.0
pjxyqxbj866,2,595.0
pjxyqxbj905,2,422.0
pjxyqxbl987,2,391.0
pjxuqwbj500,2,529.0
pjxyqxbl985,2,0.0
pjxyqwbk755,2,335.0
pjxyqwbk760,2,448.0
pjxyqxbl988,2,267.0
pjxyqwbk756,2,384.0
pjxyqxbl989,2,436.0
pjxyqwbk673,2,349.0
pjxyqxbk150,2,391.0
pjxwzxkj992,2,423.0
pjxyqxbj629,2,304.0
pjxyqwbk665,2,390.0
pjxyqwbk666,2,465.0
pjxyqxbj628,2,330.0
pjwrqxbj944,2,361.0
pjxuqwbj476,2,355.0
pjxyqxbj625,2,400.0
pjxyqwbk661,2,433.0
pjxyqxbl906,2,412.0
pjxyqwbj109,2,471.0
pjxwxxbj938,2,451.0
pjxuqwbj733,2,578.0
pjxyqwbj538,2,459.0
pjxyqxbj180,2,468.0
pjxyqxbj164,2,502.0
pjxrqxbj947,2,340.0
pjxyqwbj527,2,463.0
pjxyqxbj144,2,414.0
pjxyqxbj145,2,445.0
pjxyqxbl952,2,489.0
pjxyqwbk727,2,305.0
pjxyqxbl950,2,396.0
pjxuqwbj495,2,443.0
pjxyqxbl954,2,364.0
pjxyqwbk720,2,500.0
pjxyqwbk734,2,435.0
pjxyqxbk239,2,339.0
pjxyqxbl946,2,452.0
pjxyqwbk729,2,413.0
pjxyqwbk728,2,493.0
pjxyqwbk721,2,345.0
pjxxzxkj987,2,477.0
pjxyqwbj192,2,443.0
pjxuqwbj593,2,340.0
pjxyqwbj193,2,468.0
pjxyqxbk590,2,405.0
pjxyqxbk601,2,417.0
pjxsqxbj844,2,475.0
pjxuqwbj559,2,491.0
pjxuqwbj574,2,442.0
pjwrqxbj985,2,564.0
pjxuqwbj573,2,373.0
pjxsqxbj981,2,499.0
pjxyqwbj122,2,411.0
pjxwxxbj934,2,409.0
pjxsqxbj986,2,371.0
pjxyqwbj857,2,394.0
pjxyqwbj117,2,388.0
pjxyqxbk505,2,
pjxyqwbj116,2,415.0
pjxyqxbk506,2,560.0
pjwrqxbj984,2,
pjxyqwbj522,2,380.0
pjxyqxbj139,2,417.0
pjxyqxbj124,2,474.0
pjxyqxbk941,2,529.0
pjxyqxbk916,2,303.0
pjxuqwbj659,2,414.0
pjxuqwbj525,2,445.0
pjxyqxbl943,2,331.0
pjxyqwbk716,2,348.0
pjxyqwbk713,2,312.0
pjxyqxbl939,2,380.0
pjxyqxbl937,2,433.0
pjxyqwbk910,2,447.0
pjxyqwbk901,2,372.0
pjxuqwbj478,2,473.0
pjxsqxbj927,2,444.0
pjxyqwbj191,2,461.0
pjxyqxbk597,2,412.0
pjxyqxbk596,2,353.0
pjxsqxbj856,2,457.0
pjxyqxbk609,2,405.0
pjxsqxbj863,2,354.0
pjxyqxbk581,2,312.0
pjxyqxbk611,2,387.0
pjxyqxbk606,2,315.0
pjxsqxbj997,2,424.0
pjxyqwbj112,2,423.0
pjxsqxbj998,2,346.0
pjxyqwbj669,2,398.0
pjxyqwbj671,2,460.0
pjxwxxbj951,2,341.0
pjxyqwbj664,2,452.0
pjxyqwbj663,2,522.0
pjxyqwbj366,2,481.0
pjxyqxbk899,2,424.0
pjxyqwbj360,2,452.0
pjxyqwbj362,2,425.0
pjxyqwbj358,2,352.0
pjxyqxbk878,2,413.0
pjxyqxbl916,2,395.0
pjxyqwbk697,2,348.0
pjxyqxbk160,2,472.0
pjxyqxbl913,2,0.0
pjxxzxkj981,2,419.0
pjxyqwbk706,2,436.0
pjxwzxbj988,2,406.0
pjxuqwbj591,2,477.0
pjwrqxbj905,2,345.0
pjxyqxbj798,2,400.0
pjxyqxbj801,2,379.0
pjxyqxbk610,2,371.0
pjxyqxbk583,2,350.0
pjxrqxbj973,2,370.0
pjxyqwbj185,2,441.0
pjxuqwbj586,2,384.0
pjxyqxbk614,2,371.0
pjxqqxbj986,2,365.0
pjxyqwbj656,2,440.0
pjxyqwbj651,2,424.0
pjxsqxbj953,2,481.0
pjxyqxbk934,2,347.0
pjxuqwbj967,2,462.0
pjxyqwbj344,2,438.0
pjxyqxbk865,2,422.0
pjxuqwbj838,2,461.0
pjxyqxbj949,2,397.0
pjxyqxbj948,2,491.0
pjxyqxbk863,2,403.0
pjxuqwbj839,2,515.0
pjxyqwbk708,2,461.0
pjxyqxbl931,2,309.0
pjxyqwbk710,2,393.0
pjxyqxbl934,2,427.0
pjxyqxbk264,2,361.0
pjxyqxbk594,2,344.0
pjxsqxbj867,2,502.0
pjxyqxbl714,2,449.0
pjxyqxbk081,2,411.0
pjxyqxbk578,2,465.0
pjxyqxbj799,2,319.0
pjxyqwbj660,2,378.0
pjxyqxbj337,2,256.0
pjxyqwbj616,2,422.0
pjxyqxbj320,2,446.0
pjxyqwbj602,2,437.0
pjxyqxbj290,2,492.0
pjxyqwbj613,2,429.0
pjxsqxbj824,2,582.0
pjwrqxbj948,2,384.0
pjxyqxbk151,2,456.0
pjxyqwbk694,2,516.0
pjxyqxbl907,2,351.0
pjwrqxbj955,2,330.0
pjxsqxbj916,2,505.0
pjxyqxbl911,2,364.0
pjxyqxbl910,2,391.0
pjxrqxbj892,2,467.0
pjxyqxbl925,2,429.0
pjxyqwbj190,2,407.0
pjxyqwbj197,2,319.0
pjxuqwbj837,2,387.0
pjxyqxbj800,2,412.0
pjxsqxbj912,2,386.0
pjwuzxbj992,2,332.0
pjxyqxbk615,2,311.0
pjxsqxbj859,2,449.0
pjxyqxbk592,2,481.0
pjxyqxbj370,2,450.0
pjxyqwbj624,2,371.0
pjxuqwbj778,2,367.0
pjxyqxbj278,2,462.0
pjxyqwbj642,2,447.0
pjxuqwbj784,2,436.0
pjxsqxbj880,2,432.0
pjxyqwbj243,2,486.0
pjxyqwbj219,2,488.0
pjxyqwbj242,2,555.0
pjxyqxbk662,2,432.0
pjxyqxbk676,2,624.0
pjxyqxbk644,2,453.0
pjxyqxbk630,2,403.0
pjxyqxbk629,2,442.0
pjxyqxbl930,2,416.0
pjxyqxbl921,2,346.0
pjxyqxbl919,2,387.0
pjxuqwbj492,2,327.0
pjxyqxbl927,2,495.0
pjxyqwbk700,2,423.0
pjxyqxbl929,2,393.0
pjxyqxbl918,2,432.0
pjwtqxbj941,2,342.0
pjwtqxbj953,2,481.0
pjxyqwbk656,2,404.0
pjxyqwbk971,2,432.0
pjxqqxbj951,2,455.0
pjxuqwbj488,2,439.0
pjxyqwbk653,2,378.0
pjxuqwbj906,2,439.0
pjxsqxbj864,2,370.0
pjxyqxbj294,2,333.0
pjxyqxbj315,2,426.0
pjxyqxbj317,2,398.0
pjxqqxbj985,2,502.0
pjxyqwbj188,2,407.0
pjxyqxbk825,2,360.0
pjxyqxbk823,2,368.0
pjxrqxbj916,2,339.0
pjxyqwbj837,2,399.0
pjxyqwbj828,2,471.0
pjxyqxbk794,2,503.0
pjxyqxbk680,2,555.0
pjxuqwbj956,2,399.0
pjxyqxbk792,2,353.0
pjxuqwbj489,2,357.0
pjxyqxbl874,2,361.0
pjxyqxbl869,2,326.0
pjwtqxbj954,2,447.0
pjxyqwbk646,2,436.0
pjxyqxbl866,2,329.0
pjxyqxbl867,2,512.0
pjxyqwbk650,2,422.0
pjxyqwbk644,2,437.0
pjxwzxkj993,2,429.0
pjxsqxbj800,2,421.0
pjwtqxbj950,2,333.0
pjxyqwbk966,2,441.0
pjxyqxbl857,2,361.0
pjxyqwbk993,2,0.0
pjxyqxbk297,2,256.0
pjxyqxbk295,2,394.0
pjxyqxbk298,2,334.0
pjxyqwbk999,2,423.0
pjxyqxbk294,2,373.0
pjxyqxbk300,2,391.0
pjxyqwbj998,2,428.0
pjxyqwbk991,2,357.0
pjxyqwbj594,2,483.0
pjxyqwbj604,2,398.0
pjxuqwbj892,2,423.0
pjxvzxbj997,2,412.0
pjxwzxbj993,2,287.0
pjxyqxbj772,2,419.0
pjxyqwbj876,2,414.0
pjxyqxbj781,2,351.0
pjxuqwbj770,2,477.0
pjxuqwbj974,2,319.0
pjxyqxbk804,2,411.0
pjxyqxbk799,2,459.0
pjxyqxbk807,2,361.0
pjxyqwbj977,2,540.0
pjxuqwbj641,2,389.0
pjxyqxbk625,2,407.0
pjxyqwbj456,2,377.0
pjxxxxbj901,2,470.0
pjxyqxbl854,2,274.0
pjxqqxbj947,2,369.0
pjxyqwbk638,2,348.0
pjxyqwbk631,2,602.0
pjxsqxbj796,2,390.0
pjwrqxbj956,2,391.0
pjxsqxbj811,2,441.0
pjxyqwbk636,2,498.0
pjxyqxbj630,2,442.0
pjxyqxbl847,2,513.0
pjwtqxbj959,2,494.0
pjxuqwbj485,2,476.0
pjxyqwbk624,2,490.0
pjxsqxbj768,2,333.0
pjxyqxbj269,2,412.0
pjxuqwbj763,2,338.0
pjxyqxbj251,2,338.0
pjxyqxbk257,2,379.0
pjxuqwbj760,2,368.0
pjxyqxbj272,2,381.0
pjxyqxbj255,2,278.0
pjxyqwbj588,2,434.0
pjxuqwbj766,2,436.0
pjxyqwbj883,2,268.0
pjxyqxbj784,2,369.0
pjxyqxbj776,2,376.0
pjxyqxbj761,2,394.0
pjxyqxbj771,2,525.0
pjxyqxbj770,2,379.0
pjxyqwbj873,2,336.0
pjxyqwbj872,2,415.0
pjxyqxbj750,2,423.0
pjxyqwbj084,2,405.0
pjxyqxbk444,2,
pjxyqwbk543,2,347.0
pjxyqxbl766,2,387.0
pjxyqxbl767,2,368.0
pjxyqxbj417,2,375.0
pjxyqxbj428,2,516.0
pjxyqxbj422,2,394.0
pjxyqwbj688,2,394.0
pjxyqwbj678,2,
pjxyqwbj687,2,505.0
pjxyqwbk830,2,477.0
pjxxzxkj997,2,427.0
pjxyqwbk818,2,391.0
pjxyqxbk059,2,327.0
pjxyqxbk068,2,383.0
pjxyqwbk815,2,416.0
pjxyqxbk064,2,396.0
pjxyqxbk067,2,416.0
pjxyqxbk198,2,390.0
pjxyqxbk208,2,398.0
pjxyqxbk065,2,423.0
pjxyqwbj190,2,404.0
pjxyqwbj197,2,401.0
pjxuqwbj837,2,444.0
pjxuqwbj676,1,518.0
pjxyqwbk541,1,435.0
pjxuqwbj468,1,298.0
pjxyqxbj403,1,283.0
pjxyqxbj384,1,437.0
pjxyqwbk808,2,0.0
pjxyqxbk052,2,514.0
pjxyqwbk810,2,363.0
pjxyqxbk053,2,409.0
pjxyqwbk807,2,401.0
pjxyqxbk047,2,428.0
pjxyqxbk042,2,306.0
pjxyqxbk039,2,412.0
pjxyqxbk046,2,334.0
pjxyqwbk802,2,381.0
pjxyqwbk806,2,407.0
pjxyqwbk804,2,339.0
pjxyqxbk621,2,386.0
pjxyqxbk592,2,457.0
pjxyqwbk996,2,304.0
pjxyqxbk297,2,510.0
pjxyqxbk290,2,
pjxyqxbk300,2,394.0
pjxyqwbj598,2,591.0
pjxyqxbj648,2,498.0
pjxyqxbj686,2,403.0
pjxyqxbj698,2,379.0
pjxyqxbj692,2,515.0
pjxyqxbj694,2,419.0
pjxyqxbj688,2,438.0
pjxyqxbj681,2,451.0
pjxyqwbj821,2,423.0
pjxyqxbj663,2,412.0
pjxyqxbj701,2,490.0
pjxyqxbj662,2,468.0
pjxuqwbj848,2,419.0
pjxuqwbj883,2,464.0
pjxyqxbj657,2,340.0
pjxyqxbj670,2,514.0
pjxyqwbk796,2,464.0
pjxuqwbj508,2,392.0
pjxyqxbk032,2,372.0
pjxyqwbk799,2,397.0
pjxyqwbk795,2,468.0
pjxyqxbk036,2,381.0
pjxyqxbk035,2,397.0
pjwtqxbj946,2,432.0
pjwtqxbj957,2,560.0
pjxsqxbj807,2,420.0
pjxyqxbj271,2,327.0
pjxyqwbj589,2,328.0
pjxuqwbj463,2,386.0
pjxyqwbk529,2,512.0
pjxyqxbl708,2,342.0
pjxwxxbj908,1,463.0
pjxuqwbj806,1,396.0
pjxyqxbk024,1,497.0
pjxuqwbj876,2,475.0
pjxyqwbj820,2,349.0
pjxyqxbj594,2,438.0
pjxyqwbj772,2,320.0
pjxyqxbj570,2,451.0
pjxyqxbk027,2,498.0
pjxyqxbk031,2,427.0
pjxyqwbk791,2,417.0
pjxuqwbj479,2,381.0
pjxxzxkj990,2,436.0
pjxuqwbj507,2,494.0
pjxyqxbk023,2,386.0
pjxyqxbk022,2,319.0
pjxyqwbk787,2,385.0
pjxyqwbk788,2,409.0
pjxuqwbj454,2,381.0
pjxyqwbk513,2,406.0
pjxwzxbj997,2,418.0
pjxyqxbl730,2,426.0
pjxyqxbl684,2,327.0
pjxyqxbk013,1,429.0
pjxyqwbk736,1,485.0
pjxyqxbl990,1,378.0
pjxyqxbl955,1,429.0
pjxuqwbj497,1,423.0
pjxyqxbj566,2,
pjxyqwbj776,2,401.0
pjxyqxbj583,2,267.0
pjxyqxbj616,2,369.0
pjxyqwbj775,2,426.0
pjxyqxbj607,2,508.0
pjxyqxbj577,2,360.0
pjxyqwbj790,2,327.0
pjxuqwbj976,2,445.0
pjxyqxbj968,2,321.0
pjxuqwbj845,2,334.0
pjxyqwbk775,2,474.0
pjxyqxbk005,2,331.0
pjxyqwbk770,2,356.0
pjxyqxbl992,2,403.0
pjxyqwbk779,2,365.0
pjxyqxbk011,2,539.0
pjxyqxbl999,2,303.0
pjxyqwbk781,2,458.0
pjxyqxbl793,2,445.0
pjxyqwbk519,2,442.0
pjxyqxbk571,2,385.0
pjxyqxbk566,2,410.0
pjxyqwbj172,2,401.0
pjxyqwbj169,2,421.0
pjxyqxbj230,2,448.0
pjxyqxbj242,2,464.0
pjxyqxbj239,2,401.0
pjxyqxbk155,2,382.0
pjxyqwbk972,2,407.0
pjxuqwbj528,2,451.0
pjxyqwbk764,2,472.0
pjxyqxbk268,2,369.0
pjxyqxbl996,2,461.0
pjxuqwbj503,2,407.0
pjxyqxbl993,2,485.0
pjxyqxbl982,2,376.0
pjwrqxbj951,2,460.0
pjxyqwbj156,1,402.0
pjxyqwbk592,1,416.0
pjxwxxbj899,1,482.0
pjxyqwbk581,1,431.0
pjxyqxbl900,1,411.0
pjxsqxbj862,1,392.0
pjxyqxbj221,2,335.0
pjwrqxbj929,2,
pjxsqxbj968,2,442.0
pjxyqxbj095,2,515.0
pjwtqxbj931,2,478.0
pjxuqwbj952,2,313.0
pjxyqxbk382,2,491.0
pjwtqxbj929,2,423.0
pjwrqxbj925,2,417.0
pjwtqxbj925,2,443.0
pjxsqxbj934,2,384.0
pjxyqwbk745,2,375.0
pjxyqwbk767,2,359.0
pjxyqwbk747,2,453.0
pjxyqxbl965,2,369.0
pjxyqxbk048,2,440.0
pjxyqxbl969,2,469.0
pjxyqxbl966,2,358.0
pjxyqxbl964,2,327.0
pjxwzxkj991,2,415.0
pjxwzxkj996,2,343.0
pjxwxxbj949,1,387.0
pjxyqxbl687,1,440.0
pjxsqxbj857,1,344.0
pjxyqxbk613,1,402.0
pjxyqxbk603,1,459.0
pjxyqxbk582,1,371.0
pjxyqwbj053,2,451.0
pjxyqxbj817,2,418.0
pjxsqxbj932,2,483.0
pjxyqxbk373,2,290.0
pjxsqxbj801,2,443.0
pjwtqxbj935,2,405.0
pjxsqxbj966,2,471.0
pjxyqwbj276,2,376.0
pjxyqxbk772,2,388.0
pjxyqxbk007,2,476.0
pjxyqxbl963,2,443.0
pjxyqxbl962,2,375.0
pjxuqwbj499,2,417.0
pjxyqwbk762,2,379.0
pjwtqxbj944,2,358.0
pjwtqxbj952,2,487.0
pjxuqwbj505,2,421.0
pjxyqwbj621,1,498.0
pjxuqwbj773,1,397.0
pjxyqwbj585,1,387.0
pjxyqwbj592,1,387.0
pjxuqwbj445,1,403.0
pjxyqwbj282,2,427.0
pjxyqxbk759,2,402.0
pjxyqxbj927,2,397.0
pjxyqxbk743,2,352.0
pjxyqxbk745,2,303.0
pjxuqwbj950,2,399.0
pjxuqwbj498,2,333.0
pjxyqwbk727,2,321.0
pjxyqxbl954,2,396.0
pjxyqxbk239,2,327.0
pjxyqwbk964,2,466.0
pjxyqwbk729,2,486.0
pjxyqwbk721,2,324.0
pjxyqwbk713,2,384.0
pjxuzxbj997,1,419.0
pjxyqxbj740,1,438.0
pjwrzxbj996,1,348.0
pjxpqxbj934,1,552.0
pjxpqxbj925,1,523.0
pjxyqxbj058,2,401.0
pjxyqxbj089,2,368.0
pjxuqwbj507,2,527.0
pjxyqwbk787,2,
pjxyqxbk015,2,368.0
pjxyqwbk901,2,434.0
pjxuqwbj478,2,461.0
pjxyqxbk264,2,393.0
pjxyqxbl907,2,423.0
pjxyqxbk419,1,409.0
pjxuqwbj633,1,473.0
pjxyqxbl753,1,419.0
pjxyqxbj379,1,460.0
pjxqzxbj980,1,413.0
pjxwxxbj941,1,418.0
pjxqzxbj979,1,294.0
pjxyqxbk503,1,511.0
pjxyqwbk782,2,328.0
pjxyqwbk775,2,396.0
pjxyqxbk268,2,392.0
pjxuqwbj503,2,348.0
pjxyqxbl965,2,410.0
pjxyqxbl919,2,427.0
pjxyqxbl927,2,484.0
pjxyqwbk656,2,310.0
pjxqqxbj951,2,388.0
pjxyqxbl866,2,332.0
pjxyqwbk647,2,462.0
pjxyqxbl867,2,
pjxyqwbk650,2,430.0
pjxwzxkj993,2,397.0
pjxyqwbk966,2,
pjxwxxbj910,2,409.0
pjxqqxbj947,2,390.0
pjxyqwbk638,2,354.0
pjxyqwbk631,2,613.0
pjxsqxbj796,2,385.0
pjxyqxbk341,2,434.0
pjxyqwbj016,2,515.0
pjxuqwbj547,2,462.0
pjxyqwbj001,2,475.0
pjxyqxbk325,2,401.0
pjxyqwbj033,2,413.0
pjxyqxbk335,2,462.0
pjxyqxbk329,2,551.0
pjxxxxbj980,2,
pjxyqxbk304,2,424.0
pjxyqxbk319,2,
pjxuqwbj499,2,470.0
pjxyqwbk762,2,399.0
pjxuqwbj505,2,411.0
pjxyqxbl988,2,371.0
pjxyqxbj630,2,412.0
pjwtqxbj959,2,484.0
pjxyqwbk621,2,465.0
pjxyqxbj633,2,293.0
pjxyqxbl839,2,
pjxyqwbk620,2,386.0
pjxuqwbj483,2,456.0
pjxyqwbk605,2,353.0
pjxyqwbk603,2,518.0
pjxyqxbl827,2,412.0
pjxyqxbk358,2,582.0
pjxyqwbj047,2,330.0
pjxsqxbj815,2,412.0
pjxuqwbj537,2,499.0
pjxyqwbj036,2,423.0
pjxyqwbk870,2,479.0
pjxyqxbk121,2,520.0
