IDSERTAL(学号),LOGINTIME(刷卡时间),LOGINADDRESS(刷卡地点),LOGINSIGN((标识（1出0进）)LOGINSIGN),DOORCTRLCODE((控制器编号)),DOORCODE((门数))
pjxyqxbk958,2024-01-02 08:44:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbk958,2024-01-02 17:56:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxuqwbj735,2023-12-31 23:52:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxuqwbj735,2024-01-03 18:19:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxuqwbj735,2024-01-07 21:32:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxuqwbj892,2024-01-06 22:19:00,A校区-西南门-出入口-1学生,0,22,2
pjxyqxbj075,2024-01-08 08:38:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj075,2024-01-08 08:38:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj577,2023-12-01 10:55:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbj761,2024-01-06 20:00:00,B校区-北大门-出入口-行人通道,0,293,1
pjxyqxbl766,2023-12-21 22:34:00,B校区-（宿舍区A）3号楼-1区423,0,392,1
pjxyqxbl766,2023-12-24 19:05:00,B校区-（宿舍区A）3号楼-1区423,0,392,1
pjxyqxbl766,2023-12-25 08:26:00,B校区-（宿舍区A）3号楼-1区423,0,392,1
pjxyqxbl766,2023-12-20 14:29:00,B校区-（宿舍区A）3号楼-1区423,0,392,1
pjxyqxbl766,2023-12-18 13:35:00,B校区-（宿舍区A）3号楼-1区423,0,392,1
pjxyqxbl766,2023-12-18 14:36:00,B校区-（宿舍区A）3号楼-1区423,0,392,1
pjxyqxbl964,2023-12-18 16:00:00,B校区-（宿舍区A）4号楼-2区122,0,399,1
pjxyqxbl766,2023-12-18 17:43:00,B校区-（宿舍区A）3号楼-1区423,0,392,1
pjxuqwbj881,2024-01-01 22:42:00,B校区-西门-南1,0,481,1
pjwtqxbj988,2024-01-06 11:31:00,A校区-东南门-出入口-车辆通道,0,287,2
pjwtqxbj988,2024-01-06 11:31:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbl766,2023-12-22 20:04:00,B校区-（宿舍区A）3号楼-1区423,0,392,1
pjxyqxbl766,2023-12-22 21:17:00,B校区-（宿舍区A）3号楼-1区423,0,392,1
pjxyqxbl766,2023-12-27 16:13:00,B校区-（宿舍区A）3号楼-1区423,0,392,1
pjxyqxbl766,2023-12-27 16:14:00,B校区-（宿舍区A）3号楼-1区423,0,392,1
pjxyqxbl766,2023-12-28 13:55:00,B校区-（宿舍区A）3号楼-1区423,0,392,1
pjxyqxbl766,2023-12-28 14:33:00,B校区-（宿舍区A）3号楼-1区423,0,392,1
pjxyqxbj371,2023-12-29 13:50:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj371,2023-12-27 13:51:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj371,2023-12-23 08:43:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj371,2023-12-28 08:35:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk199,2023-12-28 22:59:00,B校区-（宿舍区A）4号楼-2区323,0,402,1
pjxyqxbj371,2023-12-29 08:34:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj286,2023-12-10 16:44:00,B校区-东大门-出入口-南门人行通道,0,288,2
pjwtqxbj988,2024-01-03 08:25:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxuqwbj624,2024-01-04 21:11:00,A校区-东南门-出入口-车辆通道,0,287,2
pjwtqxbj988,2024-01-03 19:48:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbk905,2024-01-05 21:25:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbj854,2023-12-22 13:53:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbl766,2023-12-28 00:08:00,B校区-（宿舍区A）4号楼-1区413,0,395,1
pjxyqxbj397,2023-12-18 17:29:00,B校区-北大门-出入口-行人通道,0,293,1
pjxyqxbk527,2023-12-29 13:42:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbj854,2024-01-04 13:51:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj854,2024-01-05 18:21:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk555,2023-12-28 16:16:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbk555,2023-12-28 19:32:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxuqwbj581,2023-12-07 13:53:00,B校区-（宿舍区C）12号楼-2-405B,0,313,1
pjxuqwbj581,2023-12-07 14:28:00,B校区-（宿舍区C）12号楼-2-405B,0,313,1
pjxuqwbj581,2023-12-07 14:46:00,B校区-（宿舍区C）12号楼-2-405B,0,313,1
pjxuqwbj581,2023-12-07 14:46:00,B校区-（宿舍区C）12号楼-2-405B,0,313,1
pjxuqwbj581,2023-12-08 09:20:00,B校区-（宿舍区C）12号楼-2-405B,0,313,1
pjxuqwbj581,2023-12-08 09:20:00,B校区-（宿舍区C）12号楼-2-405B,0,313,1
pjxyqxbj919,2023-12-25 21:11:00,A校区-西南门-出入口-1学生,0,22,2
pjxrqxbj962,2023-12-28 20:29:00,B校区-E楼Ⅲ区-305层左,0,134,1
pjxrqxbj962,2023-12-22 19:23:00,B校区-E楼Ⅲ区-305层左,0,134,1
pjxrqxbj962,2023-12-28 15:14:00,B校区-E楼Ⅲ区-305层左,0,134,1
pjxuqwbj525,2024-01-08 09:40:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj525,2024-01-01 14:57:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj525,2023-12-23 11:51:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj521,2023-12-27 18:45:00,B校区（宿舍区A）4号楼1区323,0,396,1
pjxyqwbj336,2023-12-26 12:16:00,B校区-北大门-出入口-行人通道,0,293,1
pjxyqxbk680,2024-01-03 18:23:00,A校区-西南门-出入口-车辆通道,0,24,1
pjxyqxbj919,2023-12-01 10:14:00,A校区-西南门-出口-2学生,0,439,1
pjxyqxbj772,2023-12-22 19:01:00,B校区-西门-南1,0,481,1
pjxrqxbj962,2023-12-29 13:51:00,B校区-E楼Ⅲ区-305层左,0,134,1
pjxrqxbj962,2023-12-29 13:56:00,B校区-E楼Ⅲ区-305层左,0,134,1
pjxrqxbj962,2023-12-28 09:27:00,B校区-E楼Ⅲ区-305层左,0,134,1
pjxyqxbk665,2024-01-05 15:58:00,B校区-东大门-出入口-北门人行通道1,0,290,2
pjxyqxbl836,2024-01-04 12:40:00,B校区-北大门-出入口-车通道,0,292,2
pjxyqxbj301,2023-12-29 10:02:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj694,2023-12-29 15:19:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj694,2023-12-29 15:19:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj755,2024-01-04 14:20:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxuqwbj755,2024-01-02 10:21:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk789,2024-01-06 10:43:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk789,2024-01-05 13:41:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxuqwbj850,2024-01-02 18:38:00,A校区-西南门-出入口-1学生,0,22,2
pjxuqwbj850,2024-01-04 21:02:00,A校区-西南门-出入口-1学生,0,22,2
pjxyqxbj919,2023-12-01 08:07:00,A校区-西南门-出入口-车辆通道,0,24,1
pjxuqwbj731,2024-01-07 17:50:00,A校区-西南门-出入口-1学生,0,22,2
pjxyqxbk880,2024-01-03 14:08:00,A校区-西南门-出入口-1学生,0,22,2
pjxrqxbj990,2023-12-25 00:19:00,B校区-北大门-出入口-行人通道,0,293,1
pjxyqxbj520,2024-01-05 17:28:00,B校区（宿舍区A）4号楼1区323,0,396,1
pjxuqwbj850,2024-01-04 21:36:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxuqwbj663,2024-01-06 10:35:00,B校区-（宿舍区A）2号楼-1区523,0,433,1
pjxyqxbj737,2024-01-01 13:51:00,B校区-北大门-出入口-行人通道,0,293,1
pjxuqwbj735,2024-01-05 20:24:00,A校区-西南门-出入口-1学生,0,22,2
pjxuqwbj735,2023-12-31 23:46:00,A校区-西南门-出入口-1学生,0,22,2
pjxyqwbj809,2024-01-05 14:14:00,B校区-东大门-出入口-北门人行通道1,0,290,2
pjxtztbj990,2023-12-25 19:58:00,B校区-北大门-出入口-行人通道,0,293,1
pjxrqxbj990,2023-12-25 21:32:00,B校区-北大门-出入口-行人通道,0,293,1
pjxuqwbj735,2024-01-06 11:37:00,A校区-西南门-出入口-1学生,0,22,2
pjxsqxbj941,2023-12-31 20:39:00,B校区-北大门-出入口-行人通道,0,293,1
pjxyqxbl735,2024-01-02 16:23:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxpqxbj914,2024-01-01 04:27:00,B校区-西门-南1,0,481,1
pjwtqxbj988,2024-01-03 18:30:00,A校区-西南门-出入口-车辆通道,0,24,1
pjwtqxbj988,2024-01-03 18:30:00,A校区-西南门-出入口-车辆通道,0,24,1
pjwtqxbj988,2024-01-02 18:19:00,A校区-西南门-出入口-车辆通道,0,24,1
pjxyqxbj854,2024-01-02 08:39:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbl735,2024-01-02 13:57:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbj415,2024-01-06 11:42:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbj415,2024-01-06 11:42:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbk243,2024-01-03 16:04:00,B校区-北大门-出入口-行人通道,1,293,1
pjxyqxbk243,2024-01-03 18:25:00,B校区-北大门-出入口-行人通道,1,293,1
pjxyqxbk243,2024-01-03 18:25:00,B校区-北大门-出入口-行人通道,0,293,1
pjxrqxbj978,2023-12-19 09:20:00,B校区-E楼Ⅲ区-305层左,0,134,1
pjxuqwbj755,2024-01-06 21:05:00,A校区-西南门-出入口-1学生,0,22,2
pjxuqwbj892,2024-01-01 14:08:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxyqxbl939,2023-12-30 10:39:00,B校区-北大门-出入口-行人通道,1,293,1
pjxyqxbj717,2024-01-01 21:09:00,B校区（宿舍区A）4号楼1区323,0,396,1
pjxyqxbj717,2024-01-06 21:17:00,B校区（宿舍区A）4号楼1区323,0,396,1
pjxyqxbk991,2024-01-03 10:46:00,B校区（宿舍区A）4号楼1区323,0,396,1
pjxyqxbk506,2024-01-05 09:08:00,B校区-行政楼,0,16,1
pjwrqxbj932,2024-01-04 21:18:00,B校区-北大门-出入口-行人通道,1,293,1
pjwrqxbj932,2024-01-04 21:18:00,B校区-北大门-出入口-行人通道,1,293,1
pjxuqwbj674,2024-01-05 17:58:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxyqxbj355,2024-01-03 11:43:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxyqxbk452,2024-01-05 17:22:00,A校区-东南门-出入口-人行通道2,0,286,1
pjwtqxbj988,2024-01-03 11:43:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxyqxbk980,2024-01-07 14:14:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxyqxbj355,2024-01-04 22:12:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj355,2024-01-04 22:12:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj355,2024-01-04 22:12:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj355,2024-01-04 22:12:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj355,2024-01-04 22:12:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj355,2024-01-04 22:12:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj355,2024-01-04 22:12:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj355,2024-01-04 22:12:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj355,2024-01-04 22:12:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj355,2024-01-04 22:12:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbl804,2023-12-23 09:29:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj968,2023-12-30 09:24:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj525,2024-01-03 11:33:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk148,2024-01-06 10:49:00,A校区-东南门-出入口-人行通道2,0,286,2
pjxyqxbl797,2023-12-23 16:40:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj565,2024-01-06 11:50:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj478,2024-01-02 17:07:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj756,2024-01-05 09:48:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk578,2023-12-23 16:31:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj750,2023-12-01 11:15:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj846,2023-12-24 20:44:00,B校区-（宿舍区A）4号楼-2区122,0,399,1
pjxrqxbj962,2023-12-29 08:23:00,B校区-E楼Ⅲ区-305层左,0,134,1
pjxrqxbj962,2023-12-28 19:19:00,B校区-E楼Ⅲ区-305层左,0,134,1
pjxrqxbj962,2023-12-30 18:49:00,B校区-E楼Ⅲ区-305层左,0,134,1
pjxrqxbj962,2023-12-30 20:03:00,B校区-E楼Ⅲ区-305层左,0,134,1
pjxrqxbj962,2023-12-30 22:07:00,B校区-E楼Ⅲ区-305层左,0,134,1
pjxrqxbj962,2023-12-29 20:46:00,B校区-E楼Ⅲ区-305层左,0,134,1
pjxuqwbj755,2024-01-05 10:43:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbl735,2023-12-31 12:54:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxyqxbj864,2024-01-02 13:27:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxyqxbl735,2024-01-02 14:01:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxyqxbj180,2024-01-01 15:00:00,B校区-北大门-出入口-行人通道,0,293,1
pjxyqxbk682,2023-12-30 15:02:00,B校区（宿舍区A）4号楼1区323,0,396,1
pjxuqwbj731,2024-01-03 21:51:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxsqxbj922,2023-12-31 11:54:00,B校区-北大门-出入口-车通道,0,292,2
pjxyqxbj858,2023-12-31 12:44:00,B校区-北大门-出入口-行人通道,0,293,1
pjxyqxbj772,2023-12-22 14:26:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj755,2023-12-18 23:56:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxuqwbj755,2024-01-01 18:46:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk958,2023-12-18 17:55:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxqqxbj983,2023-12-18 11:57:00,B校区-（宿舍区A）1号楼-2区620,0,429,1
pjwtqxbj965,2023-12-27 17:28:00,B校区-（宿舍区A）2号楼-2区323,0,426,1
pjxyqxbj858,2024-01-02 13:14:00,B校区-北大门-出入口-行人通道,0,293,1
pjxuqwbj735,2024-01-05 00:22:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxuqwbj735,2023-12-31 13:50:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxyqxbj151,2024-01-03 12:41:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbk631,2024-01-03 09:19:00,B校区-（宿舍区A）1号楼-2区620,0,429,1
pjxyqwbk631,2024-01-02 09:09:00,B校区-（宿舍区A）1号楼-2区620,0,429,1
pjxyqwbk631,2024-01-07 22:22:00,B校区-（宿舍区A）1号楼-2区620,0,429,1
pjxtztbj990,2024-01-03 13:24:00,B校区-北大门-出入口-车通道,0,292,1
pjxrqxbj962,2023-12-30 13:51:00,B校区-E楼Ⅲ区-305层左,0,134,1
pjxuqwbj850,2024-01-03 12:06:00,A校区-西南门-出入口-车辆通道,0,24,1
pjxpqxbj926,2023-12-21 17:00:00,B校区-（宿舍区C）12号楼-A-500,0,299,1
pjxyqxbk543,2024-01-04 14:46:00,B校区-（宿舍区A）3号楼-1区323,0,385,1
pjxyqxbk543,2024-01-05 15:27:00,B校区-（宿舍区A）3号楼-1区323,0,385,1
pjxyqxbk543,2024-01-05 15:52:00,B校区-（宿舍区A）3号楼-1区323,0,385,1
pjxyqxbj854,2024-01-08 08:40:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqwbj098,2024-01-01 00:05:00,B校区-北大门-出入口-车通道,0,292,1
pjxyqxbj779,2023-12-28 13:53:00,B校区-（宿舍区A）4号楼-2区323,0,402,1
pjxyqxbj779,2023-12-28 14:10:00,B校区-（宿舍区A）4号楼-2区323,0,402,1
pjxyqxbj945,2023-12-18 21:41:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbj945,2023-12-19 08:25:00,A校区-北大门-出入口-人行通道1,0,294,1
pjwtqxbj988,2023-12-29 21:54:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxuqwbj735,2024-01-06 11:40:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxyqxbk331,2023-12-29 13:14:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxyqwbj588,2025-07-30 20:09:00,B校区-西北门-出口-地铁口门禁1,0,440,1
pjxyqwbj588,2025-07-30 20:09:00,B校区-西北门-出口-地铁口门禁1,0,440,1
pjxyqwbj588,2025-07-27 19:56:00,B校区-西北门-出口-地铁口门禁1,0,440,1
pjxyqxbk204,2025-07-22 10:09:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk683,2025-09-04 10:36:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk683,2025-09-04 22:27:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxuqwbj500,2025-09-13 09:40:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk683,2025-09-03 20:14:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj945,2024-01-29 08:32:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj945,2024-01-24 08:34:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbj945,2024-01-24 12:12:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbj945,2024-01-28 11:40:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbl797,2024-02-20 11:55:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbl797,2024-02-20 18:04:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbj361,2024-01-18 21:44:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbl797,2024-01-19 08:39:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxuqwbj881,2024-01-31 20:52:00,B校区-东大门-出入口-北门人行通道1,0,290,2
pjxuqwbj881,2024-01-31 20:56:00,B校区-东大门-出入口-北门人行通道1,0,290,1
pjxyqxbl939,2023-12-05 18:02:00,B校区-（宿舍区A）3号楼-2区222,0,404,1
pjxyqxbl939,2023-12-05 19:35:00,B校区-（宿舍区A）3号楼-2区222,0,404,1
pjxyqxbl939,2023-12-01 17:46:00,B校区-（宿舍区A）3号楼-2区222,0,404,1
pjxyqxbl939,2023-12-15 18:27:00,B校区-（宿舍区A）3号楼-2区222,0,404,1
pjxyqxbl939,2023-12-25 18:28:00,B校区-（宿舍区A）3号楼-2区222,0,404,1
pjxyqxbl939,2023-12-17 19:02:00,B校区-（宿舍区A）3号楼-2区222,0,404,1
pjxyqxbj152,2024-01-19 08:41:00,B校区-（宿舍区C）12号楼-2-307,0,302,1
pjxuqwbj500,2024-01-19 08:51:00,B校区-（宿舍区A）2号楼-2区423,0,427,1
pjxuqwbj500,2024-01-19 08:51:00,B校区-（宿舍区A）2号楼-2区423,0,427,1
pjxpqxbj926,2024-01-19 11:00:00,B校区-（宿舍区C）13号楼-B-205B,0,320,1
pjxyqwbj809,2024-01-17 09:28:00,B校区-东大门-出入口-北门人行通道1,0,290,2
pjxyqwbj809,2024-01-17 11:48:00,B校区-东大门-出入口-北门人行通道1,0,290,1
pjxyqwbj809,2024-01-15 08:26:00,B校区-东大门-出入口-北门人行通道1,0,290,2
pjxyqxbj371,2024-01-18 21:27:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbj945,2024-02-22 21:01:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbj945,2024-02-24 11:39:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbj945,2024-01-28 12:20:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxuqwbj881,2024-01-08 00:58:00,B校区-东大门-出入口-南门人行通道,0,288,1
pjxyqxbj945,2024-01-29 13:49:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbk555,2024-02-20 09:17:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbk555,2024-01-25 14:13:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbk555,2024-01-25 16:15:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk555,2024-02-22 18:04:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxuqwbj850,2024-01-18 19:18:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxyqxbj635,2024-01-18 19:13:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbl876,2024-01-24 18:31:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbk368,2024-01-29 13:54:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbk368,2024-01-29 18:56:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxuqwbj735,2024-01-13 23:54:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxyqxbk452,2024-01-28 17:13:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxyqxbk160,2024-02-18 09:44:00,A校区-东南门-出入口-车辆通道,0,287,2
pjwtqxbj988,2024-02-23 14:54:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbk160,2024-02-19 14:11:00,A校区-东南门-出入口-车辆通道,0,287,2
pjwtqxbj988,2024-02-23 12:49:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbl954,2024-01-19 11:17:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbj371,2024-01-15 08:40:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxuqwbj755,2024-01-13 22:00:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk680,2024-01-24 17:36:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbk368,2024-01-31 08:42:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk368,2024-01-31 11:48:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbk368,2024-01-22 11:48:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbj635,2024-01-28 00:44:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbl735,2024-01-24 09:56:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk368,2024-01-31 13:50:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqxbk368,2024-01-31 20:39:00,A校区-北大门-出入口-人行通道1,0,294,2
pjxyqxbl876,2024-02-23 15:27:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbl876,2024-02-23 15:27:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbl876,2024-02-23 15:27:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbl876,2024-02-23 15:27:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbl876,2024-02-23 15:27:00,A校区-东南门-出入口-车辆通道,0,287,1
pjxyqxbk160,2024-01-28 18:51:00,A校区-北大门-出入口-人行通道1,0,294,1
pjxyqwbk966,2024-02-20 18:58:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxsqxbj912,2024-01-18 23:09:00,B校区-F楼-F1栋教学楼,1,48,1
pjxyqxbk683,2025-04-09 07:48:00,A校区-东南门-出入口-车辆通道,0,287,2
pjxyqxbk683,2025-04-09 08:05:00,A校区-东南门-出入口-人行通道2,0,286,1
pjxyqxbl984,2025-02-15 16:03:00,B校区-西门-出口-地铁口门禁1-新开普,0,526,2
pjxyqxbl768,2023-12-01 20:30:00,B校区（宿舍区A）4号楼1区323,0,396,1
pjxyqwbj515,2023-12-11 19:59:00,B校区-北大门-出入口-行人通道,0,293,1
pjxuqwbj674,2023-12-11 21:52:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxyqxbj355,2023-12-15 11:52:00,A校区-西南门-出入口-人行通道2,0,23,1
pjxyqxbk468,2023-12-15 15:44:00,A校区-西南门-出口-2学生,0,439,1
pjxyqxbj314,2023-12-11 13:14:00,B校区-北大门-出入口-行人通道,0,293,1
pjxyqxbl992,2023-12-11 08:11:00,B校区-东大门-出入口-北门人行通道1,0,290,1
pjxyqxbj945,2023-12-12 13:50:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbj945,2023-12-12 14:22:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbj945,2023-12-12 16:33:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxyqxbj945,2023-12-12 17:41:00,A校区-北大门-出入口-车辆通道1,0,295,2
pjxyqxbj945,2023-12-02 11:52:00,A校区-北大门-出入口-车辆通道1,0,295,1
pjxwxxbj899,2023-12-01 07:24:00,B校区-东大门-出入口-北门人行通道1,0,290,2
pjxyqxbk980,2023-12-01 08:46:00,A校区-西南门-出入口-1学生,0,22,2
